,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long,county_fips,state_fips,weather
631400,1400,1999.0,dodge,durango,,,gas,,clean,automatic,,,,,,33.8796,-118.2168,6037.0,6.0,59.0
631401,4500,2011.0,audi,a4 1.8t quattro,,,gas,,salvage,automatic,,,,,,33.9569,-118.3073,6037.0,6.0,59.0
631402,6900,1983.0,gmc,truck,,,gas,,clean,automatic,,,,,,33.8635,-118.1801,6037.0,6.0,59.0
631403,29999,2010.0,,PANAMERA 4S IMMACULATE VEHICLE,like new,8 cylinders,gas,70000.0,clean,automatic,,rwd,full-size,hatchback,white,32.9161,-117.1402,6073.0,6.0,59.0
631404,950,1968.0,mercedes,benz 280s,,6 cylinders,gas,54000.0,clean,automatic,,,,sedan,grey,34.0245,-118.1561,6037.0,6.0,59.0
631405,1000,1995.0,chevy,silverado,,,gas,,clean,automatic,,,,,,33.8969,-118.1632,6037.0,6.0,59.0
631406,4799,2004.0,toyota,sienna,,,gas,105000.0,clean,automatic,,,,,,34.0487,-118.2084,6037.0,6.0,59.0
631407,7900,2007.0,nissan,murano s awd,excellent,6 cylinders,gas,68221.0,clean,automatic,JN8AZ08W57W608191,4wd,,SUV,silver,33.831516,-118.309105,6037.0,6.0,59.0
631408,1000,2014.0,,"TOYOTA,NISSAN,HYUNDAI,CHEVY",good,4 cylinders,gas,,clean,automatic,,,,sedan,,34.188163,-118.44891499999999,6037.0,6.0,59.0
631409,20000,2010.0,,international pro star,good,6 cylinders,diesel,830000.0,clean,manual,,rwd,full-size,truck,blue,34.4133,-118.0917,6037.0,6.0,59.0
631410,13590,2018.0,mitsubishi,mirage g4,,,gas,4668.0,clean,,ML32F3FJ3JHF10831,,compact,sedan,,33.99403,-117.91793799999999,6037.0,6.0,59.0
631411,20999,2013.0,ram,,,,gas,50000.0,clean,automatic,,,,,,34.0245,-118.1975,6037.0,6.0,59.0
631412,750,1994.0,mercury,grand marquis,good,8 cylinders,gas,150000.0,clean,automatic,,,,sedan,blue,33.9241,-118.2013,6037.0,6.0,59.0
631413,4900,2005.0,volkswagen,jetta tdi,excellent,4 cylinders,diesel,120.0,clean,automatic,,fwd,compact,wagon,silver,33.923814,-118.32620700000001,6037.0,6.0,59.0
631414,1650,2006.0,mazda,6,,6 cylinders,gas,145000.0,clean,automatic,,rwd,,sedan,custom,33.9462,-118.2013,6037.0,6.0,59.0
631415,6000,2008.0,,Freightliner M2 106,,,diesel,,clean,manual,1FVACXDT98HAA3908,,,,,33.776571000000004,-118.2492,6037.0,6.0,59.0
631416,30200,2015.0,lexus,gs,,,gas,33427.0,clean,automatic,JTHBE1BL8FA011188,fwd,,sedan,,34.10722,-117.45531000000001,6071.0,6.0,59.0
631417,25000,1977.0,chevrolet,corvette coupe,,,gas,,clean,automatic,,,,,,33.6598,-117.3485,6065.0,6.0,59.0
631418,23500,2016.0,infiniti,q50 premium,like new,4 cylinders,gas,17500.0,clean,automatic,,,,,,34.1005,-118.3254,6037.0,6.0,59.0
631419,25000,1977.0,chevy,corvette,,,gas,,clean,automatic,,,,,,33.6598,-117.3485,6065.0,6.0,59.0
631420,1000,2006.0,toyota,camry,,,gas,,clean,automatic,,,,,,33.9731,-118.2479,6037.0,6.0,59.0
631421,7999,2016.0,toyota,corolla,,,gas,69.0,salvage,automatic,,,,,,34.3054,-118.4322,6037.0,6.0,59.0
631422,28999,2011.0,,PORSCHE PANAMERA ONE OF A KIND,like new,6 cylinders,gas,80000.0,clean,automatic,,rwd,full-size,hatchback,grey,32.893705,-117.13138500000001,6073.0,6.0,59.0
631423,25000,1977.0,chevy,corvette,,,gas,,clean,automatic,,,,,,33.6598,-117.3485,6065.0,6.0,59.0
631424,6450,2013.0,nissan,rogue,,,gas,67.0,salvage,automatic,,,,,,34.3054,-118.4322,6037.0,6.0,59.0
631425,2500,2005.0,ford,escape xlt,good,,gas,,clean,automatic,,,,,,33.9754,-118.417,6037.0,6.0,59.0
631426,11500,2011.0,hyundai,genesis.,like new,6 cylinders,gas,77233.0,clean,automatic,,rwd,mid-size,sedan,white,34.1472,-118.8383,6111.0,6.0,59.0
631427,35555,2018.0,subaru,wrx sti,,,gas,,salvage,manual,,,,,,34.1355,-118.1636,6037.0,6.0,59.0
631428,3850,2003.0,ford,f-150,,,gas,149.0,salvage,automatic,,,,,,34.3054,-118.4322,6037.0,6.0,59.0
631429,1000,2007.0,acura,tl 3.2 4dr sedan,,,gas,94643.0,clean,automatic,,,,sedan,white,33.9767,-118.1689,6037.0,6.0,59.0
631430,4600,2007.0,nissan,,,,gas,,clean,automatic,,,,,,33.9462,-118.2013,6037.0,6.0,59.0
631431,1000,2006.0,,Good condition,excellent,,gas,67.0,clean,automatic,,fwd,,,,34.238903,-118.54170500000001,6037.0,6.0,59.0
631432,8000,1979.0,vw,convertible,good,4 cylinders,gas,78000.0,clean,manual,43997,fwd,compact,convertible,white,33.960221000000004,-118.078943,6037.0,6.0,59.0
631433,3850,2009.0,nissan,sentra,,,gas,110.0,salvage,automatic,,,,,,34.3054,-118.4322,6037.0,6.0,59.0
631434,25500,2017.0,subaru,brz limited,like new,4 cylinders,gas,19050.0,clean,automatic,JF1ZCAC18H8603547,rwd,compact,coupe,silver,34.1121,-118.2594,6037.0,6.0,59.0
631435,8250,2014.0,ford,focus,,,gas,,clean,automatic,,,,,,34.0584,-117.6665,6071.0,6.0,59.0
631436,3000,2004.0,honda,civic,,4 cylinders,gas,175000.0,clean,automatic,,,,,,33.9581,-118.1174,6037.0,6.0,59.0
631437,2500,2002.0,,totota corolla,excellent,,gas,125000.0,clean,automatic,,,,sedan,,34.143,-118.3913,6037.0,6.0,59.0
631438,5950,2014.0,nissan,sentra,,,gas,85.0,salvage,automatic,,,,,,34.2209,-118.3699,6037.0,6.0,59.0
631439,1800,2000.0,mercedes,benz e320,good,6 cylinders,gas,200816.0,clean,automatic,,,full-size,sedan,black,34.186389,-118.327211,6037.0,6.0,59.0
631440,12800,2011.0,ford,f150,good,6 cylinders,gas,63000.0,clean,automatic,,rwd,,truck,white,34.2007,-118.5391,6037.0,6.0,59.0
631441,7995,2012.0,mini,cooper,,,other,65200.0,clean,manual,WMWSU3C59CT184604,fwd,compact,hatchback,black,34.232563,-118.252673,6037.0,6.0,59.0
631442,7000,2004.0,lexus,rx,excellent,,gas,165000.0,clean,automatic,,4wd,,,,34.078277,-118.353996,6037.0,6.0,59.0
631443,3,1998.0,toyota,,good,4 cylinders,gas,209873.0,salvage,automatic,4TAVL52NOWZ041313,rwd,full-size,truck,black,33.963019,-118.29198000000001,6037.0,6.0,59.0
631444,1100,1995.0,honda,accord,good,4 cylinders,gas,223700.0,clean,automatic,,,mid-size,coupe,green,33.9056,-118.0818,6037.0,6.0,59.0
631445,2999,2010.0,chevy,malibu,excellent,4 cylinders,gas,220000.0,clean,automatic,,fwd,mid-size,sedan,white,34.6017,-118.23100000000001,6037.0,6.0,59.0
631446,2500,2002.0,bmw,x5,,,gas,0.0,clean,automatic,,,full-size,SUV,silver,34.165515,-118.52731499999999,6037.0,6.0,59.0
631447,17500,2011.0,mercedes,benz sprinter,,,diesel,,rebuilt,automatic,WDZPE7CC0B5541148,,,van,white,34.210212,-118.386955,6037.0,6.0,59.0
631448,11900,2014.0,toyota,tacoma,,,gas,96000.0,salvage,automatic,5TFTX4CN8EX042082,,,,white,34.201268,-118.387642,6037.0,6.0,59.0
631449,11900,2007.0,toyota,tacoma,new,6 cylinders,gas,130.0,clean,automatic,,,,,,33.8268,-118.3118,6037.0,6.0,59.0
631450,2900,2002.0,nissan,exterra,excellent,6 cylinders,gas,120000.0,clean,automatic,,,,,,33.8635,-118.1801,6037.0,6.0,59.0
631451,9100,2011.0,ford,edge sport,excellent,6 cylinders,gas,126000.0,clean,automatic,,,,,,34.1948,-118.8232,6111.0,6.0,59.0
631452,2500,2006.0,buick,lacrosse,,,gas,,clean,automatic,,,,,,34.6909,-118.1491,6037.0,6.0,59.0
631453,7500,2001.0,chevrolet,collins,good,8 cylinders,gas,84540.0,clean,automatic,1GDHG31R711192473,rwd,,bus,white,37.690876,-122.094952,6001.0,6.0,59.0
631454,13900,1998.0,bmw,m3,,,gas,,clean,manual,,,,,,34.1687,-118.3713,6037.0,6.0,59.0
631455,8500,2001.0,ford,e350,excellent,8 cylinders,diesel,95281.0,clean,automatic,1FDXE45P34HA98988,rwd,,bus,white,37.690876,-122.094952,6001.0,6.0,59.0
631456,2900,2010.0,ford,fusion,like new,6 cylinders,gas,99000.0,salvage,manual,,rwd,mid-size,sedan,black,34.0116,-118.3411,6037.0,6.0,59.0
631457,10950,2011.0,bmw,135i,,,gas,120201.0,clean,manual,WBAUC9C52BVM10354,,sub-compact,coupe,blue,33.896507,-117.56358300000001,6065.0,6.0,59.0
631458,27999,2015.0,chevrolet,silverado 1500 4x4 gas,excellent,8 cylinders,gas,100.0,clean,automatic,,4wd,full-size,truck,white,33.935514000000005,-118.123701,6037.0,6.0,59.0
631459,6900,2005.0,bmw,745i,excellent,8 cylinders,gas,,clean,automatic,,rwd,full-size,sedan,grey,33.846115000000005,-118.063797,6037.0,6.0,59.0
631460,8600,1959.0,,Triumph TR3,fair,4 cylinders,gas,,missing,manual,,rwd,,,blue,33.508337,-117.04758500000001,6065.0,6.0,59.0
631461,4900,2006.0,mini,cooper convetible,excellent,4 cylinders,gas,82000.0,clean,other,,,full-size,,blue,34.4133,-118.0917,6037.0,6.0,59.0
631462,4800,2007.0,volkswagen,jetta base pzev,,,gas,95432.0,clean,automatic,3VWHG71K87M027152,fwd,,sedan,silver,34.186609999999995,-118.451702,6037.0,6.0,59.0
631463,4500,2004.0,toyota,sienna,good,6 cylinders,gas,143003.0,clean,automatic,5TDZA23C94S113048,fwd,,mini-van,white,34.1161,-118.1503,6037.0,6.0,59.0
631464,1000,2005.0,acura,tl,excellent,6 cylinders,gas,,clean,automatic,,fwd,full-size,sedan,black,33.8268,-118.3118,6037.0,6.0,59.0
631465,7500,1974.0,chevy,c10,excellent,8 cylinders,gas,117000.0,clean,automatic,CCY144Z169254,rwd,,,,34.0901,-118.4065,6037.0,6.0,59.0
631466,9500,2008.0,mercedes-benz,cls550,,,gas,140000.0,clean,automatic,,,,,,33.9761,-117.3389,6065.0,6.0,59.0
631467,2200,2002.0,honda,accord ex v6,good,6 cylinders,gas,246000.0,clean,automatic,,fwd,compact,sedan,black,34.150999999999996,-118.0889,6037.0,6.0,59.0
631468,1,2017.0,honda,accord hybrid,,,other,,parts only,other,,,,,,34.2057,-118.4001,6037.0,6.0,59.0
631469,40,2017.0,mercedes-benz,c300,like new,,gas,,clean,automatic,,,,,,34.014309000000004,-118.497813,6037.0,6.0,59.0
631470,32000,1929.0,ford,steal roadster,like new,8 cylinders,gas,8000.0,clean,automatic,f88754309765,rwd,full-size,convertible,red,34.2583,-118.5914,6037.0,6.0,59.0
631471,7500,2001.0,,Chevorlet Collins,good,8 cylinders,gas,63967.0,clean,automatic,1GBHG31R221132692,rwd,,bus,white,37.690876,-122.094952,6001.0,6.0,59.0
631472,3900,2007.0,mazda,cx7,good,4 cylinders,gas,158000.0,clean,automatic,,fwd,mid-size,SUV,grey,33.8925,-118.2961,6037.0,6.0,59.0
631473,1900,2002.0,chevy,tahoe ls,,,gas,,clean,automatic,,,,,,33.844614,-118.252201,6037.0,6.0,59.0
631474,15850,2011.0,bmw,335i,,,gas,78400.0,clean,automatic,,,,,,34.0762,-118.3029,6037.0,6.0,59.0
631475,4999,2010.0,honda,civic lx,,,gas,,salvage,automatic,,,,,,33.9241,-118.2013,6037.0,6.0,59.0
631476,24000,2016.0,lexus,gs350,excellent,6 cylinders,gas,21565.0,clean,automatic,,rwd,,sedan,,34.0316,-117.6187,6071.0,6.0,59.0
631477,2900,2002.0,honda,odyssey lx,,6 cylinders,gas,,clean,automatic,,,,mini-van,,33.9218,-118.1395,6037.0,6.0,59.0
631478,30995,2015.0,ford,mustang,,,,5832.0,clean,manual,1FA6P8CF4F5422679,,,,,34.070311,-117.446303,6071.0,6.0,59.0
631479,12995,2015.0,mazda,mazda3,,4 cylinders,gas,38692.0,clean,automatic,JM1BM1V71F1228472,fwd,,sedan,blue,33.761525,-117.920551,6059.0,6.0,59.0
631480,33500,2014.0,,freightliner cascadia sleeper,,,diesel,,clean,automatic,,,,,,33.7706,-118.182,6037.0,6.0,59.0
631481,14500,1968.0,ford,mustang,good,8 cylinders,gas,,clean,automatic,,,,,,34.100746,-117.60185200000001,6071.0,6.0,59.0
631482,5000,2016.0,ford,focus se,good,4 cylinders,gas,45000.0,salvage,automatic,,fwd,,hatchback,red,34.1005,-118.3254,6037.0,6.0,59.0
631483,5490,2008.0,volvo,s60 2.5t,,,gas,88057.0,clean,automatic,YV1RS592982683393,fwd,,sedan,black,34.186609999999995,-118.451702,6037.0,6.0,59.0
631484,35500,2018.0,lexus,is,,4 cylinders,gas,10070.0,clean,automatic,JTHBA1D20J5072004,rwd,,sedan,white,33.761525,-117.920551,6059.0,6.0,59.0
631485,4900,2010.0,ford,escape xlt,like new,4 cylinders,gas,150000.0,clean,automatic,,fwd,compact,SUV,black,34.0298,-118.3528,6037.0,6.0,59.0
631486,1900,2001.0,honda,civic,good,4 cylinders,gas,,clean,automatic,,,compact,,silver,34.2583,-118.5914,6037.0,6.0,59.0
631487,4999,2007.0,toyota,highlander,,,gas,110.0,salvage,automatic,,,,,,34.3054,-118.4322,6037.0,6.0,59.0
631488,2800,1998.0,chevy,suburban 2 wd,good,8 cylinders,gas,202000.0,clean,automatic,,rwd,full-size,other,white,33.9218,-118.1395,6037.0,6.0,59.0
631489,6250,2012.0,hyundai,genesis,,,gas,,clean,automatic,,,,,,34.1145,-118.1929,6037.0,6.0,59.0
631490,8900,2011.0,ford,edge,excellent,6 cylinders,gas,88000.0,clean,automatic,,,,SUV,black,34.1671,-118.5414,6037.0,6.0,59.0
631491,17999,1900.0,jeep,wrangler unlimited 4dr,excellent,6 cylinders,gas,137500.0,clean,manual,1J4GA39157L147183,4wd,mid-size,SUV,green,33.769816999999996,-118.141599,6037.0,6.0,59.0
631492,6900,2014.0,ford,fiesta,excellent,4 cylinders,gas,79000.0,clean,automatic,,,compact,,silver,34.1671,-118.5414,6037.0,6.0,59.0
631493,18200,2013.0,acura,rdx tech pkg,excellent,6 cylinders,gas,48958.0,clean,automatic,5J8TB3H59DL019726,fwd,compact,SUV,black,33.9818,-117.8969,6037.0,6.0,59.0
631494,250,1968.0,,pontaic firebird,,,gas,,clean,automatic,,,,coupe,,33.9769,-118.2161,6037.0,6.0,59.0
631495,1000,2006.0,acura,,,,gas,,clean,automatic,,,,,,33.782,-118.1835,6037.0,6.0,59.0
631496,1690,2004.0,,Best Offer TWO,good,6 cylinders,gas,,clean,automatic,,,,,silver,33.9143,-118.3493,6037.0,6.0,59.0
631497,1600,2008.0,chrysler,town country lx,fair,6 cylinders,gas,133500.0,missing,automatic,,rwd,full-size,van,white,33.9551,-118.2901,6037.0,6.0,59.0
631498,12300,2014.0,toyota,camry le,excellent,4 cylinders,gas,78000.0,clean,automatic,,fwd,,sedan,white,34.1435,-118.1266,6037.0,6.0,59.0
631499,1750,2005.0,vw,beetle,good,4 cylinders,gas,,clean,automatic,,fwd,compact,coupe,blue,34.1651,-118.0519,6037.0,6.0,59.0
631501,7900,2008.0,toyota,highlander,excellent,6 cylinders,gas,163559.0,clean,automatic,,,,SUV,silver,33.810715,-117.905791,6059.0,6.0,59.0
631502,1800,2003.0,acura,tl 3.2 4dr sedan,,,gas,,clean,automatic,,,,,,34.09505,-118.241046,6037.0,6.0,59.0
631503,7500,2008.0,toyota,highlander,excellent,6 cylinders,gas,169559.0,clean,automatic,,,,SUV,silver,33.810715,-117.905791,6059.0,6.0,59.0
631504,8425,2005.0,ford,f-150 xlt 4dr supercab xlt,,,gas,139315.0,clean,automatic,1FTPX14565NA25940,4wd,,pickup,grey,34.186609999999995,-118.451702,6037.0,6.0,59.0
631505,6900,2011.0,volkswagen,jetta,excellent,other,diesel,141000.0,clean,automatic,3VWPL7AJ3BM721559,fwd,,wagon,,34.212399,-118.363133,6037.0,6.0,59.0
631506,45995,2015.0,ram,3500,,,,67638.0,clean,automatic,3C63R3HL9FG616679,,,,,34.070311,-117.446303,6071.0,6.0,59.0
631507,4950,2008.0,nissan,rogue 2.5 s,good,4 cylinders,gas,139.0,clean,automatic,,fwd,,SUV,blue,33.9464,-118.0838,6037.0,6.0,59.0
631508,2200,2000.0,honda,cr-v,fair,4 cylinders,gas,140000.0,clean,automatic,,4wd,mid-size,SUV,black,33.8925,-118.2961,6037.0,6.0,59.0
631509,3500,2004.0,chevrolet,trailblazer lt,good,6 cylinders,gas,123000.0,clean,automatic,,4wd,,SUV,grey,34.0353,-118.4259,6037.0,6.0,59.0
631510,17995,2017.0,ford,fusion se,,other,gas,27068.0,clean,automatic,3FA6P0HD7HR112339,fwd,,,silver,34.036192,-118.14956799999999,6037.0,6.0,59.0
631511,58000,1962.0,,cheverolet corvette,excellent,8 cylinders,gas,,clean,manual,,rwd,,convertible,red,36.9767,-121.9555,6087.0,6.0,59.0
631512,3200,2006.0,,SCION TC,good,4 cylinders,gas,136787.0,clean,automatic,,fwd,mid-size,sedan,grey,34.2353,-118.5188,6037.0,6.0,59.0
631513,20000,1963.0,chevrolet,nova ss,,,gas,,missing,automatic,,,,,,34.1514,-118.4603,6037.0,6.0,59.0
631514,181000,2019.0,,Peterbilt 567,,,diesel,,clean,automatic,,,,,,33.7706,-118.182,6037.0,6.0,59.0
631515,7200,2011.0,chevy,cruze lt,excellent,4 cylinders,gas,83000.0,clean,automatic,1G1PF5591B7244989,fwd,mid-size,sedan,black,34.0898,-118.3215,6037.0,6.0,59.0
631516,6900,2011.0,volkswagen,jetta s,like new,4 cylinders,gas,67000.0,clean,automatic,3VW2K7AJ5BM026254,fwd,compact,sedan,grey,34.068205999999996,-118.44126999999999,6037.0,6.0,59.0
631517,11795,2014.0,hyundai,veloster turbo turbo coupe 2-dr 1.6l l4 dohc 16v turbo,,other,gas,50436.0,clean,automatic,KMHTC6AE7EU208132,fwd,,,black,34.015238000000004,-117.343852,6065.0,6.0,59.0
631518,5900,2015.0,mitsubishi,,,3 cylinders,gas,23000.0,clean,automatic,,,compact,hatchback,,33.8473,-118.1115,6037.0,6.0,59.0
631519,4900,2004.0,gmc,yukon,,,gas,,clean,automatic,,,,,brown,34.027328000000004,-118.164911,6037.0,6.0,59.0
631520,8200,2010.0,ford,escape xlt,like new,6 cylinders,gas,123400.0,clean,automatic,1FMCU0DG1AKD46309,fwd,mid-size,SUV,silver,33.910513,-117.89589299999999,6059.0,6.0,59.0
631521,2600,2003.0,nissan,altima 2.5 s,,,gas,,clean,automatic,,,,,,33.901680999999996,-118.116863,6037.0,6.0,59.0
631522,11000,2014.0,kia,soul,excellent,4 cylinders,gas,41000.0,clean,manual,Kndjn2a20e7093425,fwd,compact,hatchback,grey,34.246004,-118.532073,6037.0,6.0,59.0
631523,6800,2015.0,mitsubishi,mirage es,like new,3 cylinders,gas,48026.0,clean,automatic,,fwd,compact,hatchback,black,34.126726,-118.478794,6037.0,6.0,59.0
631524,2500,2002.0,saturn,sl2,excellent,4 cylinders,gas,141000.0,clean,manual,,fwd,compact,sedan,blue,33.767990000000005,-118.17744099999999,6037.0,6.0,59.0
631525,5000,1976.0,ford,f250,good,8 cylinders,gas,,clean,manual,,rwd,full-size,pickup,green,33.9777,-118.0658,6037.0,6.0,59.0
631526,4900,2005.0,honda,accord,excellent,4 cylinders,gas,120238.0,clean,automatic,,,full-size,sedan,yellow,33.9241,-118.2013,6037.0,6.0,59.0
631527,14990,2014.0,bmw,x3,excellent,other,gas,84141.0,clean,automatic,5UXWX9C58E0D09998,,,SUV,black,34.212399,-118.363133,6037.0,6.0,59.0
631528,4000,2008.0,hyundai,azera limited,excellent,6 cylinders,gas,98000.0,clean,automatic,,fwd,full-size,sedan,red,34.2805,-118.5576,6037.0,6.0,59.0
631529,6900,2009.0,mercedes,benz c300,like new,4 cylinders,gas,160000.0,clean,manual,,rwd,compact,sedan,white,34.0298,-118.3528,6037.0,6.0,59.0
631530,500,1993.0,honda,civic,,,gas,,lien,automatic,,,,,,34.497383,-117.288823,6071.0,6.0,59.0
631531,33677,2015.0,,4Runner SR5,excellent,,gas,46274.0,clean,automatic,JTEBU5JR9F5251002,,,,,34.0794,-117.4551,6071.0,6.0,59.0
631532,6000,2008.0,honda,civic coupe,excellent,4 cylinders,gas,,clean,manual,,,compact,,white,34.113787,-118.260076,6037.0,6.0,59.0
631533,9000,2006.0,mercedes,benz s350,good,6 cylinders,gas,179000.0,clean,automatic,,rwd,full-size,sedan,silver,34.1074,-118.3652,6037.0,6.0,59.0
631534,17000,2015.0,ford,mustang gt,excellent,8 cylinders,gas,,salvage,automatic,,rwd,,,white,34.1872,-118.3865,6037.0,6.0,59.0
631535,7600,2012.0,hyundai,sonata gls,excellent,4 cylinders,gas,95000.0,clean,automatic,,fwd,mid-size,sedan,silver,33.9208,-117.6096,6065.0,6.0,59.0
631536,2950,2008.0,,Charger stx,,6 cylinders,gas,200.0,clean,automatic,,,,,,34.0898,-118.3215,6037.0,6.0,59.0
631537,6500,1990.0,ford,mustang gt,excellent,8 cylinders,gas,90000.0,clean,automatic,,rwd,,,red,33.9745,-118.3548,6037.0,6.0,59.0
631538,4800,1997.0,mazda,miata mx-5,excellent,4 cylinders,gas,91700.0,clean,manual,,rwd,sub-compact,,red,34.022911,-118.38611000000002,6037.0,6.0,59.0
631539,4100,2015.0,mitsubishi,mirage,,3 cylinders,gas,52000.0,clean,automatic,,,,,,33.9497,-118.2462,6037.0,6.0,59.0
631540,19995,2009.0,chevrolet,silverado 2500hd,,,,158417.0,clean,automatic,1GBHC44K69F146401,,,,,34.070311,-117.446303,6071.0,6.0,59.0
631541,7000,2007.0,chevy,silverado,,,gas,90506.0,clean,automatic,,,full-size,,white,34.009349,-118.306699,6037.0,6.0,59.0
631542,2900,2006.0,hyundai,sonata,,6 cylinders,gas,180.0,clean,automatic,,,,,,34.0898,-118.3215,6037.0,6.0,59.0
631543,1,2014.0,,2017 750LI,,,gas,,clean,automatic,,,,,,34.143,-118.3913,6037.0,6.0,59.0
631544,1850,2003.0,acura,3.2tl,,,gas,,clean,automatic,,,,,,34.09505,-118.241046,6037.0,6.0,59.0
631545,2900,2001.0,mercedes,benz clk 320,good,6 cylinders,gas,300000.0,clean,automatic,,,,convertible,silver,34.1671,-118.5414,6037.0,6.0,59.0
631546,8995,2010.0,hyundai,tucson limited,,,gas,94338.0,clean,automatic,KM8JU3AC4AU075261,fwd,,SUV,,34.186609999999995,-118.451702,6037.0,6.0,59.0
631547,1900,1986.0,toyota,,good,5 cylinders,gas,26500.0,clean,manual,,rwd,full-size,truck,white,34.0673,-117.9366,6037.0,6.0,59.0
631548,6500,1965.0,dodge,dart gt,,6 cylinders,gas,27000.0,clean,automatic,,,,,blue,33.8925,-118.2961,6037.0,6.0,59.0
631550,2600,2004.0,honda,odyssey 5dr ex-l,excellent,6 cylinders,gas,133123.0,clean,automatic,,fwd,mid-size,mini-van,brown,33.9551,-118.2901,6037.0,6.0,59.0
631551,3500,2004.0,nissan,sentra 1.8,good,4 cylinders,gas,142700.0,clean,automatic,,fwd,compact,sedan,white,33.8397,-118.3542,6037.0,6.0,59.0
631552,2950,2004.0,volvo,s60,excellent,,gas,99758.0,clean,automatic,,fwd,mid-size,sedan,red,34.241673999999996,-118.255245,6037.0,6.0,59.0
631553,5995,2002.0,bmw,525it e39 touring wagon,,,gas,112450.0,clean,automatic,,,,,,34.1872,-118.3865,6037.0,6.0,59.0
631554,3900,1993.0,jeep,yj,good,6 cylinders,gas,152222.0,clean,manual,,4wd,,offroad,grey,34.1867,-118.449,6037.0,6.0,59.0
631555,299,2018.0,fiat,,,,gas,,clean,automatic,,,,,,34.1862,-118.3009,6037.0,6.0,59.0
631556,12,1965.0,,1965 Mustang,like new,8 cylinders,gas,753485.0,clean,automatic,5R07T159981,rwd,,coupe,red,33.963024,-118.29199799999999,6037.0,6.0,59.0
631557,205,2018.0,hyundai,,,,gas,,clean,automatic,,,,,,34.1862,-118.3009,6037.0,6.0,59.0
631558,14000,2012.0,bmw,3 series 328i,,other,gas,93314.0,clean,automatic,WBA3A5C5XCF346733,rwd,,,blue,33.909177,-118.344183,6037.0,6.0,59.0
631559,199,2018.0,kia,,,,gas,,clean,automatic,,,,,,34.1862,-118.3009,6037.0,6.0,59.0
631560,6900,2014.0,nissan,sentra s,like new,4 cylinders,gas,70000.0,clean,manual,,fwd,compact,sedan,white,34.0298,-118.3528,6037.0,6.0,59.0
631561,1500,1997.0,ford,,excellent,8 cylinders,gas,,clean,automatic,,4wd,full-size,truck,red,34.1005,-118.3254,6037.0,6.0,59.0
631562,7600,2005.0,audi,tt 180hp,,,gas,90519.0,clean,automatic,TRUTC28N951012901,fwd,,convertible,black,34.186609999999995,-118.451702,6037.0,6.0,59.0
631563,5500,2009.0,nissan,altima 2.5,,4 cylinders,gas,90.0,clean,automatic,,,,,,34.0898,-118.3215,6037.0,6.0,59.0
631564,1350,2002.0,saturn,sl2,new,4 cylinders,gas,125.0,clean,automatic,,fwd,full-size,sedan,grey,33.9143,-118.3493,6037.0,6.0,59.0
631565,13999,2012.0,bmw,328i show-room shape,like new,4 cylinders,gas,89000.0,clean,automatic,,rwd,compact,sedan,white,32.893705,-117.13138500000001,6073.0,6.0,59.0
631566,10900,1983.0,mercedes,benz 380sl,excellent,8 cylinders,gas,94000.0,clean,automatic,,rwd,mid-size,convertible,red,34.1767,-118.6159,6037.0,6.0,59.0
631567,2000,2007.0,chevy,trailblazer,,,gas,150.0,clean,automatic,,,,,,34.09505,-118.241046,6037.0,6.0,59.0
631568,2200,2000.0,acura,rl,,,gas,166000.0,clean,automatic,,,mid-size,sedan,brown,33.8925,-118.2961,6037.0,6.0,59.0
631569,13990,2006.0,toyota,tacoma prerunner v6 sport,excellent,6 cylinders,gas,134000.0,clean,automatic,,rwd,,truck,blue,34.1557,-118.6,6037.0,6.0,59.0
631570,900,2009.0,dodge,caravan,good,6 cylinders,gas,370000.0,clean,automatic,,fwd,full-size,SUV,yellow,34.2197,-118.6111,6037.0,6.0,59.0
631571,429,2018.0,acura,,,,gas,,clean,automatic,,,,,,34.1862,-118.3009,6037.0,6.0,59.0
631572,2950,2004.0,honda,accord 4-door sedan,excellent,4 cylinders,gas,137.0,salvage,automatic,,fwd,,sedan,grey,33.9731,-118.2479,6037.0,6.0,59.0
631573,5995,2005.0,chrysler,crossfire,,6 cylinders,gas,84280.0,clean,manual,1C3AN55L75X056882,rwd,,convertible,,32.767334000000005,-117.056416,6073.0,6.0,59.0
631574,6999,2005.0,ford,mustang gt deluxe,,8 cylinders,gas,119071.0,clean,automatic,1ZVFT82HX55165080,rwd,,coupe,,32.767334000000005,-117.056416,6073.0,6.0,59.0
631575,9500,2007.0,bmw,335i,,6 cylinders,gas,82697.0,clean,automatic,WBAWB73557P034387,rwd,,coupe,,32.767334000000005,-117.056416,6073.0,6.0,59.0
631576,9999,2013.0,kia,sportage lx,,4 cylinders,gas,77911.0,clean,automatic,KNDPB3A2XD7379967,fwd,,SUV,,32.767334000000005,-117.056416,6073.0,6.0,59.0
631577,14995,2005.0,chevrolet,silverado 2500hd,,,,104378.0,clean,automatic,1GCHC23U65F932826,,,,,34.070311,-117.446303,6071.0,6.0,59.0
631578,23500,2016.0,infiniti,q50 premium,,4 cylinders,gas,17.0,clean,automatic,,,,,,34.0898,-118.3215,6037.0,6.0,59.0
