,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long,county_fips,state_fips,weather
715070,9999,2010.0,honda,pilot touring,,,gas,,clean,automatic,,4wd,,,,34.0245,-118.1561,6037.0,6.0,59.0
715071,4650,2010.0,toyota,prius,,,gas,198.0,clean,automatic,,,,,,33.9653,-118.2727,6037.0,6.0,59.0
715072,1500,2000.0,chevrolet,astro,fair,6 cylinders,gas,150000.0,clean,automatic,,,full-size,mini-van,blue,34.0133,-118.113,6037.0,6.0,59.0
715073,2750,2005.0,kia,sportage,,,gas,140.0,clean,automatic,,,,,,34.1767,-118.6159,6037.0,6.0,59.0
715074,17000,2004.0,toyota,tundra,,,gas,,clean,automatic,,,,,,33.9056,-118.0818,6037.0,6.0,59.0
715075,2750,2008.0,nissan,altima 2.5 4dr sedan,,,gas,165.0,clean,automatic,,,,,,33.9653,-118.2727,6037.0,6.0,59.0
715076,4000,2015.0,nissan,leaf sl,excellent,,gas,,clean,automatic,,,,,,34.0699,-118.3492,6037.0,6.0,59.0
715077,2500,1998.0,ford,explorer,,,gas,,clean,automatic,,,,,,33.823,-118.2684,6037.0,6.0,59.0
715078,2599,2001.0,mitsubishi,eclipse,good,4 cylinders,gas,170000.0,clean,automatic,,fwd,mid-size,convertible,silver,33.6437,-117.6868,6059.0,6.0,59.0
715079,5995,2007.0,toyota,camry le,excellent,6 cylinders,gas,187456.0,clean,automatic,,fwd,mid-size,sedan,grey,33.943958,-118.353104,6037.0,6.0,59.0
715080,4995,2000.0,ford,e250 econoline,excellent,8 cylinders,gas,186837.0,clean,automatic,,rwd,full-size,van,white,33.944072,-118.35331000000001,6037.0,6.0,59.0
715081,3750,2003.0,honda,element ex,good,4 cylinders,gas,205935.0,clean,automatic,,4wd,mid-size,SUV,orange,34.0447,-118.4487,6037.0,6.0,59.0
715082,2800,2006.0,hyundai,sonata,good,4 cylinders,gas,137000.0,clean,automatic,,,,,,34.062301,-118.047924,6037.0,6.0,59.0
715083,3995,2009.0,chevrolet,impala,excellent,6 cylinders,gas,200145.0,clean,automatic,,fwd,mid-size,sedan,blue,33.94393,-118.35313799999999,6037.0,6.0,59.0
715084,8995,2014.0,hyundai,sonata hybrid,excellent,4 cylinders,gas,142006.0,clean,automatic,,fwd,mid-size,sedan,black,33.944015,-118.352966,6037.0,6.0,59.0
715085,4995,2003.0,chevrolet,r1500 suburban,excellent,8 cylinders,gas,174465.0,clean,automatic,,rwd,full-size,SUV,grey,33.944143,-118.353224,6037.0,6.0,59.0
715086,7100,2008.0,audi,a4 2.0t quattro,excellent,4 cylinders,gas,135000.0,clean,manual,Request,4wd,full-size,sedan,custom,34.254554,-118.48274199999999,6037.0,6.0,59.0
715087,3600,1999.0,ford,expedition,excellent,8 cylinders,gas,198000.0,clean,automatic,,4wd,full-size,SUV,green,33.9413,-118.0356,6037.0,6.0,59.0
715088,1500,2004.0,ford,f150,good,8 cylinders,gas,178000.0,clean,automatic,,rwd,full-size,truck,red,34.4133,-118.0917,6037.0,6.0,59.0
715089,31000,2013.0,bmw,6,,,gas,,clean,automatic,,,,,,33.8584,-118.2554,6037.0,6.0,59.0
715090,266,2014.0,ford,mustang v6 premium,,6 cylinders,gas,15414.0,clean,automatic,1ZVBP8AM2E5291662,rwd,,coupe,,34.193804,-118.492652,6037.0,6.0,59.0
715091,14500,2014.0,,scion FR-S Coupe,excellent,4 cylinders,gas,54646.0,lien,manual,JFZNAA11E9710264,fwd,compact,coupe,white,33.847415999999996,-118.167201,6037.0,6.0,59.0
715092,4200,2006.0,dodge,magmun,fair,8 cylinders,gas,,clean,automatic,,rwd,,,black,34.2771,-118.4992,6037.0,6.0,59.0
715093,4500,1976.0,chevy,,fair,8 cylinders,gas,,clean,manual,,rwd,,pickup,,34.0745,-118.1434,6037.0,6.0,59.0
715094,6300,2012.0,toyota,prius,,,hybrid,,salvage,automatic,,,,,,34.038249,-118.162577,6037.0,6.0,59.0
715095,4500,1976.0,chevy,truck,fair,8 cylinders,gas,0.0,clean,manual,,rwd,full-size,truck,red,34.0745,-118.1434,6037.0,6.0,59.0
715096,2900,2003.0,chevrolet,cavalier,excellent,4 cylinders,gas,,clean,automatic,,,,coupe,red,34.1669,-118.1551,6037.0,6.0,59.0
715097,6000,2011.0,honda,accord ex-l,excellent,6 cylinders,gas,,clean,automatic,,fwd,,sedan,,33.9416,-118.1306,6037.0,6.0,59.0
715098,29999,2011.0,bmw,550i m sport,like new,8 cylinders,gas,48104.0,clean,other,,rwd,,,,34.7131,-117.8783,6037.0,6.0,59.0
715099,11000,2008.0,cadillac,cts,,,gas,,salvage,automatic,,,,,,34.243026,-118.468135,6037.0,6.0,59.0
715100,3800,2009.0,chevrolet,impala,,,gas,,clean,automatic,,,,,,33.9569,-118.3073,6037.0,6.0,59.0
715101,6500,2002.0,,Lincoln.,good,8 cylinders,gas,144500.0,clean,automatic,,,full-size,pickup,white,34.328875,-118.429984,6037.0,6.0,59.0
715102,17000,2003.0,,freightliner,,,diesel,,clean,automatic,,,,,,33.8867,-118.1265,6037.0,6.0,59.0
715103,6000,1968.0,ford,fairlane,fair,8 cylinders,gas,65000.0,clean,automatic,,rwd,,,,33.9886,-118.0883,6037.0,6.0,59.0
715104,13000,2008.0,infiniti,g35 sedan,excellent,6 cylinders,gas,86000.0,clean,automatic,,rwd,,sedan,black,34.2556,-118.4208,6037.0,6.0,59.0
715105,1900,2008.0,chrysler,pacifica,good,6 cylinders,gas,128000.0,clean,automatic,,fwd,,,white,34.1678,-118.1261,6037.0,6.0,59.0
715106,2900,2001.0,jeep,grand cherokee laredo,good,6 cylinders,gas,124000.0,clean,automatic,,,mid-size,SUV,grey,34.1557,-118.6,6037.0,6.0,59.0
715107,2900,1993.0,mercedes,benz 500sel,good,8 cylinders,gas,135000.0,clean,automatic,,rwd,,sedan,,34.1435,-118.1266,6037.0,6.0,59.0
715108,22500,2010.0,,International,good,6 cylinders,diesel,,clean,manual,,rwd,,truck,white,33.8796,-118.2168,6037.0,6.0,59.0
715109,35000,2002.0,,international 4300,,,diesel,,clean,automatic,,,,,,33.8867,-118.1265,6037.0,6.0,59.0
715110,6500,1996.0,toyota,tacoma 4x4,,4 cylinders,gas,,clean,manual,,4wd,,,,34.2316,-118.2457,6037.0,6.0,59.0
715111,1950,2003.0,mitsubishi,lancer,,4 cylinders,gas,164774.0,clean,automatic,,,,,,34.2316,-118.2457,6037.0,6.0,59.0
715112,8500,2006.0,lexus,is 350,excellent,6 cylinders,gas,161000.0,clean,automatic,,rwd,full-size,sedan,black,34.003,-118.4298,6037.0,6.0,59.0
715113,5500,1987.0,mercedes,300td,good,6 cylinders,diesel,200000.0,salvage,automatic,,rwd,full-size,wagon,blue,34.143,-118.3913,6037.0,6.0,59.0
715114,42700,2015.0,,maserati ghibli s q4,,,gas,21792.0,clean,automatic,,,,,,34.042390000000005,-118.24533500000001,6037.0,6.0,59.0
715115,22750,2006.0,jeep,wrangler rubicon,like new,6 cylinders,gas,70500.0,clean,automatic,,4wd,,,brown,32.6789,-115.4989,6025.0,6.0,59.0
715116,4699,2008.0,mazda,3 i,excellent,4 cylinders,gas,132141.0,clean,automatic,JM1BK32G581127928,,,,,34.1324,-118.0264,6037.0,6.0,59.0
715117,5995,2011.0,chrysler,town country touring,excellent,6 cylinders,gas,104494.0,clean,automatic,2A4RR5DG0BR694225,fwd,,mini-van,white,34.167190000000005,-118.531699,6037.0,6.0,59.0
715118,875,1997.0,mitsubishi,,good,,gas,,clean,automatic,,,,,,33.7938,-118.3172,6037.0,6.0,59.0
715119,4500,2005.0,honda,odyssey touring,fair,6 cylinders,gas,,clean,automatic,,,,,,33.8359,-117.9086,6059.0,6.0,59.0
715120,9400,2014.0,honda,civic coupe,like new,4 cylinders,gas,57413.0,clean,automatic,2HGFG3B55EH516682,fwd,compact,coupe,black,34.0482,-118.3343,6037.0,6.0,59.0
715121,92900,2013.0,mercedes,benz g63,,,gas,35128.0,clean,automatic,,,,,,34.040397999999996,-118.24344599999999,6037.0,6.0,59.0
715122,1100,2000.0,dodge,neon,,,gas,155000.0,clean,automatic,,,,,,34.0245,-118.1561,6037.0,6.0,59.0
715123,6995,2007.0,pontiac,solstice gxp,,,gas,136130.0,clean,manual,1G2MG35X57Y116220,rwd,,convertible,black,34.15953,-118.448931,6037.0,6.0,59.0
715124,5600,2012.0,ford,fusion,excellent,4 cylinders,gas,107000.0,clean,automatic,3FAHP0JA5CR333102,,,,,34.21265,-118.46618500000001,6037.0,6.0,59.0
715125,3600,2003.0,ford,windstar sel,excellent,6 cylinders,gas,105000.0,clean,automatic,,fwd,mid-size,mini-van,black,33.817115,-118.010795,6059.0,6.0,59.0
715126,340,2016.0,hyundai,sonata 2.4l sport,,4 cylinders,gas,14966.0,clean,automatic,5NPE34AF0GH327017,fwd,,other,,34.193804,-118.492652,6037.0,6.0,59.0
715127,98888,2009.0,,maybach,excellent,12 cylinders,gas,23000.0,clean,automatic,,,,,black,33.6801,-117.9085,6059.0,6.0,59.0
715128,1,2008.0,bmw,x5 3.0si,excellent,6 cylinders,gas,106000.0,clean,automatic,,,,SUV,white,34.1652,-118.2656,6037.0,6.0,59.0
715129,1,2010.0,toyota,rav 4,excellent,4 cylinders,gas,85000.0,clean,automatic,,,,SUV,silver,34.2064,-118.2242,6037.0,6.0,59.0
715130,9900,2010.0,toyota,rav 4,excellent,4 cylinders,gas,85000.0,clean,automatic,,,,SUV,silver,34.1378,-118.2425,6037.0,6.0,59.0
715131,1,2006.0,honda,crv,excellent,4 cylinders,gas,140000.0,clean,automatic,,,,SUV,blue,34.1652,-118.2656,6037.0,6.0,59.0
715132,29900,2006.0,bmw,m5,like new,10 cylinders,gas,39800.0,clean,automatic,,rwd,full-size,sedan,black,34.0901,-118.4065,6037.0,6.0,59.0
715133,1500,2007.0,,Maxima SL full option,excellent,6 cylinders,gas,,clean,automatic,,fwd,full-size,sedan,silver,34.0294,-118.2871,6037.0,6.0,59.0
715134,28000,2018.0,kia,optima sx turbo,new,4 cylinders,gas,3500.0,clean,automatic,,,mid-size,sedan,white,34.080906,-118.35721799999999,6037.0,6.0,59.0
715135,3500,1994.0,mazda,miata mx-5,excellent,4 cylinders,gas,154582.0,clean,manual,,rwd,,,white,34.052938,-118.246276,6037.0,6.0,59.0
715136,28000,2018.0,kia,optima sx turbo,new,4 cylinders,gas,,clean,automatic,,,mid-size,sedan,white,34.095295,-118.35218400000001,6037.0,6.0,59.0
715137,8400,2007.0,bmw,650i,excellent,8 cylinders,gas,136508.0,clean,automatic,WBAEH13507CR53180,fwd,,coupe,black,34.0559,-118.2666,6037.0,6.0,59.0
715138,3200,2002.0,,cheverolet suburban,excellent,,gas,,clean,automatic,,,full-size,,brown,34.2092,-118.5749,6037.0,6.0,59.0
715139,18000,2003.0,mitsubishi,lancer evolution viii,excellent,4 cylinders,gas,88121.0,clean,manual,JA3AH86F53U089714,4wd,compact,sedan,blue,33.9581,-118.1174,6037.0,6.0,59.0
715140,3400,2002.0,nissan,maxima gle,excellent,,gas,,clean,automatic,JN1DA31A92T311633,,,,,33.9949,-118.3991,6037.0,6.0,59.0
715141,3200,2002.0,,cheverolet suburban,excellent,,gas,,clean,automatic,,,full-size,,brown,34.2092,-118.5749,6037.0,6.0,59.0
715142,4495,2004.0,honda,crv,good,4 cylinders,gas,182002.0,clean,automatic,JHLRD684X4C017482,,,,white,33.9413,-118.0356,6037.0,6.0,59.0
715143,15000,1965.0,,MUSTANG FASTBACK,excellent,8 cylinders,gas,,clean,manual,,rwd,compact,sedan,red,34.0812,-117.7362,6037.0,6.0,59.0
715144,10500,2003.0,bmw,760li,excellent,12 cylinders,gas,100000.0,clean,automatic,WBAGN83413DK10212,,,sedan,,34.003,-118.4298,6037.0,6.0,59.0
715145,21000,1966.0,vw,bus,good,,gas,37000.0,clean,manual,0,,,,blue,34.2556,-118.4208,6037.0,6.0,59.0
715146,4900,2012.0,nissan,versa,new,4 cylinders,gas,,clean,automatic,3N1CN7AP0CL856640,fwd,compact,,black,34.0534,-118.1271,6037.0,6.0,59.0
715147,1200,1985.0,datsun,,,4 cylinders,gas,,clean,automatic,,,,,,33.8867,-118.1265,6037.0,6.0,59.0
715148,8850,2010.0,chevrolet,camaro,,,gas,,clean,automatic,,,,,,33.917501,-118.18339399999999,6037.0,6.0,59.0
715149,1100,2000.0,dodge,neon,,,gas,,clean,automatic,,,,,,34.0245,-118.1561,6037.0,6.0,59.0
715150,2750,2003.0,ford,windstar,excellent,6 cylinders,gas,117000.0,clean,automatic,,,,,,33.9767,-118.1689,6037.0,6.0,59.0
715151,500,1999.0,toyota,tacoma sr,fair,4 cylinders,gas,,clean,automatic,4TAVL52NOXZ523670,4wd,full-size,truck,white,33.963001,-118.291973,6037.0,6.0,59.0
715152,4000,2003.0,ford,mustang,,,gas,,clean,automatic,,,,,,36.812194,-119.734175,6019.0,6.0,59.0
715153,5500,2005.0,volvo,s40,like new,5 cylinders,gas,60.0,clean,manual,YV1MS682X52063486,,compact,sedan,silver,34.104,-118.2925,6037.0,6.0,59.0
715154,24995,2013.0,chevrolet,silverado 1500,,,,36521.0,clean,automatic,1GCNCSE01DZ208813,,,,,34.070311,-117.446303,6071.0,6.0,59.0
715155,12995,2017.0,hyundai,sonata,,,other,41492.0,clean,automatic,5NPE24AF4HH441459,fwd,mid-size,sedan,white,34.232563,-118.252673,6037.0,6.0,59.0
715156,12000,1993.0,,240sx s13,excellent,4 cylinders,gas,,clean,manual,,rwd,compact,coupe,white,33.721,-118.0033,6059.0,6.0,59.0
715157,30999,2015.0,bmw,x5 xdrive35i,like new,6 cylinders,gas,55000.0,clean,automatic,,4wd,full-size,SUV,black,32.893705,-117.13138500000001,6073.0,6.0,59.0
715158,22888,2012.0,bmw,550i,excellent,8 cylinders,gas,64000.0,clean,automatic,,,,,black,33.6801,-117.9085,6059.0,6.0,59.0
715159,38000,2008.0,mercedes,benz cl65,excellent,12 cylinders,gas,46000.0,clean,automatic,,,,,black,34.0551,-118.4095,6037.0,6.0,59.0
715160,19250,2014.0,chevrolet,camaro,,6 cylinders,gas,41060.0,clean,automatic,2G1FC1E34E9130945,rwd,,coupe,black,33.761525,-117.920551,6059.0,6.0,59.0
715161,10800,2008.0,mercedes-benz,s class s550,excellent,8 cylinders,gas,189979.0,clean,automatic,WDDNG71XX8A215225,,,,,34.1671,-118.5414,6037.0,6.0,59.0
715162,200,2009.0,toyota,prius hybrid,,,hybrid,,clean,automatic,,,,,,33.9731,-118.2479,6037.0,6.0,59.0
715163,20800,2016.0,bmw,3-series 328i,,,gas,39600.0,clean,automatic,,,,,,34.040403000000005,-118.247452,6037.0,6.0,59.0
715164,500,1998.0,honda,civic ex,fair,4 cylinders,gas,,salvage,automatic,,fwd,mid-size,coupe,white,34.6909,-118.1491,6037.0,6.0,59.0
715165,10300,2015.0,mercedes,benz c,,,gas,,clean,automatic,,,,,,34.6017,-118.23100000000001,6037.0,6.0,59.0
715166,24995,2018.0,toyota,camry xle,,other,gas,9332.0,clean,automatic,4T1B11HK2JU530512,fwd,,,blue,34.036192,-118.14956799999999,6037.0,6.0,59.0
715167,3500,2014.0,ford,police interceptor,good,,gas,119000.0,clean,automatic,,,,,,34.2001,-118.3264,6037.0,6.0,59.0
715168,3495,2001.0,acura,3.5 rl,,,gas,244402.0,clean,automatic,2HNYD18691H510764,,,,,34.029,-118.4005,6037.0,6.0,59.0
715169,2500,2005.0,infiniti,g35,excellent,8 cylinders,gas,,clean,automatic,,,,sedan,,33.8879,-118.351,6037.0,6.0,59.0
715170,6500,2007.0,lexus,gs 350,,,gas,,clean,automatic,,,,,,34.069659,-117.591954,6071.0,6.0,59.0
715171,35000,2016.0,,f-350 crew cab 4x4,like new,,gas,26293.0,clean,automatic,1FT8W3D63GEC30940,4wd,full-size,truck,grey,34.2618,-118.3371,6037.0,6.0,59.0
715172,7999,2014.0,nissan,altima 2.5 4dr sedan,excellent,,gas,113855.0,clean,automatic,1N4AL3AP7EN375148,,,,,33.9551,-118.2901,6037.0,6.0,59.0
715173,4999,2004.0,infiniti,ex35,excellent,6 cylinders,gas,169404.0,clean,automatic,JNRAS08W64X203771,,,,,33.9551,-118.2901,6037.0,6.0,59.0
715174,9500,2013.0,hyundai,veloster turbo,excellent,4 cylinders,gas,33500.0,salvage,automatic,,fwd,full-size,coupe,blue,33.989000000000004,-118.1877,6037.0,6.0,59.0
715175,17000,2015.0,ford,mustang gt,excellent,8 cylinders,gas,,salvage,automatic,,rwd,,,white,34.1872,-118.3865,6037.0,6.0,59.0
715176,15500,2004.0,ford,mustang cobra,,,gas,,clean,manual,,,,,,33.928881,-118.13633,6037.0,6.0,59.0
715177,7495,2007.0,buick,lucerne,excellent,8 cylinders,gas,79920.0,clean,automatic,1G4HE57Y67U117092,fwd,full-size,sedan,,34.1687,-118.3713,6037.0,6.0,59.0
715178,2000,1997.0,,Suzuki sidekick,,,gas,,clean,manual,,,,,,35.1322,-118.449,6029.0,6.0,59.0
715179,12995,2013.0,,scion tc,excellent,4 cylinders,gas,17552.0,clean,automatic,JTKJF5C75D3059101,fwd,compact,coupe,silver,34.1687,-118.3713,6037.0,6.0,59.0
715180,7495,2012.0,chevrolet,impala lt,excellent,6 cylinders,gas,81743.0,clean,automatic,2G1WG5E3XC1239160,fwd,,sedan,silver,34.0531,-118.3806,6037.0,6.0,59.0
715181,13995,2011.0,buick,enclave,excellent,6 cylinders,gas,88241.0,clean,automatic,5GAKRBED4BJ402737,fwd,full-size,SUV,silver,34.0531,-118.3806,6037.0,6.0,59.0
715182,7600,2007.0,bmw,328i sedan,excellent,6 cylinders,gas,84750.0,clean,automatic,WBAVC535X7FZ79614,fwd,compact,sedan,silver,34.0658,-118.0853,6037.0,6.0,59.0
715183,24500,1968.0,,1968 camaro ss,,,gas,,clean,manual,,,,,,33.932064000000004,-118.142853,6037.0,6.0,59.0
715184,10350,2008.0,bmw,650i,,,gas,,salvage,automatic,,,,,,34.1781,-118.4574,6037.0,6.0,59.0
715185,7600,2007.0,bmw,328i sedan,excellent,6 cylinders,gas,84750.0,clean,automatic,WBAVC535X7FZ79614,fwd,compact,sedan,silver,34.0658,-118.0853,6037.0,6.0,59.0
715186,13500,2011.0,ford,mustang gt/cs,,8 cylinders,gas,77000.0,salvage,automatic,,rwd,compact,coupe,black,33.9731,-118.2479,6037.0,6.0,59.0
715187,14650,2012.0,toyota,tacoma,,,gas,,salvage,automatic,,,,,,34.1781,-118.4574,6037.0,6.0,59.0
715188,29900,2016.0,subaru,outback 3.6r limited,like new,,gas,24000.0,clean,automatic,,,,,,34.0349,-118.50299999999999,6037.0,6.0,59.0
715189,9200,2007.0,chevrolet,tahoe lt,,,gas,144000.0,clean,automatic,,,,,,34.2875,-118.4352,6037.0,6.0,59.0
715190,1000,2006.0,toyota,camry,,,gas,,clean,automatic,,,,,,34.0551,-118.4095,6037.0,6.0,59.0
715191,5700,2009.0,toyota,corolla le,good,4 cylinders,gas,,clean,automatic,,fwd,full-size,sedan,blue,34.0245,-118.1561,6037.0,6.0,59.0
715192,4800,2006.0,audi,a3,good,4 cylinders,gas,173000.0,clean,automatic,,fwd,,wagon,black,34.144,-118.0014,6037.0,6.0,59.0
715193,8947,2004.0,mercedes,benz clk 55 amg,,,gas,,clean,automatic,,,,,,34.199174,-118.38506699999999,6037.0,6.0,59.0
715194,1500,2005.0,chrysler,pacifica,,,gas,,clean,automatic,,,,,,33.989000000000004,-118.1877,6037.0,6.0,59.0
715195,15000,1931.0,,Essex Super Six,,,gas,,clean,manual,,,,,,34.0245,-118.1975,6037.0,6.0,59.0
715196,29950,2011.0,ford,f-250,like new,8 cylinders,gas,34000.0,clean,automatic,,4wd,,,white,34.2618,-118.3371,6037.0,6.0,59.0
715197,2500,2004.0,mitsubishi,lancer,like new,4 cylinders,gas,140000.0,clean,automatic,,fwd,compact,sedan,brown,34.4466,-118.5374,6037.0,6.0,59.0
715198,1500,1996.0,honda,accord,,,gas,,clean,automatic,,,,,,34.1173,-117.4378,6071.0,6.0,59.0
715199,7500,2008.0,lexus,es350,,,gas,,clean,automatic,,,,,black,34.0762,-118.3029,6037.0,6.0,59.0
715200,10995,2001.0,jeep,wrangler,,,other,110463.0,clean,manual,1J4FA49S51P343912,4wd,,SUV,black,34.232563,-118.252673,6037.0,6.0,59.0
715201,15000,2010.0,bmw,650i,like new,,gas,110000.0,clean,automatic,WBAEB5C56AC224827,,,,,34.107,-117.5941,6071.0,6.0,59.0
715202,14600,2008.0,rover,hse,excellent,8 cylinders,gas,67500.0,clean,automatic,Salme15408a289433,4wd,full-size,SUV,grey,33.8419,-117.6043,6065.0,6.0,59.0
715203,3700,2010.0,ford,explorer xlt,good,6 cylinders,gas,150.0,clean,automatic,,4wd,mid-size,SUV,black,34.1526,-118.4322,6037.0,6.0,59.0
715204,2800,2004.0,,mistubishi lancer oz rally,excellent,4 cylinders,gas,107000.0,clean,automatic,JA3AJ86E14U038336,,,,,34.0482,-118.3343,6037.0,6.0,59.0
715205,5500,2010.0,,H,,,gas,,clean,automatic,,,,,,33.9056,-118.0818,6037.0,6.0,59.0
715206,4995,2006.0,chrysler,300,,,gas,90385.0,salvage,automatic,2c3ka43r56h313710,,,,,34.0245,-118.1561,6037.0,6.0,59.0
715207,2790,2004.0,bmw,325i,good,6 cylinders,gas,157000.0,salvage,automatic,,fwd,compact,convertible,black,34.264802,-118.519819,6037.0,6.0,59.0
715208,52000,2015.0,ford,f-250,,,diesel,60000.0,clean,automatic,1FT7W2BT4FEC23444,4wd,,pickup,silver,34.10722,-117.45531000000001,6071.0,6.0,59.0
715209,10925,2010.0,honda,cr-v ex-l,,other,gas,124270.0,clean,automatic,5J6RE3H79AL023508,fwd,,,blue,33.890325,-118.14228899999999,6037.0,6.0,59.0
715210,7350,2013.0,kia,optima,excellent,4 cylinders,gas,,clean,automatic,,,,sedan,,33.5916,-117.6985,6059.0,6.0,59.0
715211,27995,2016.0,chevrolet,silverado,,,gas,,clean,automatic,,,,pickup,,34.0794,-117.4551,6071.0,6.0,59.0
715212,11500,2014.0,ford,,excellent,,gas,,clean,automatic,,,,,black,34.1074,-118.3652,6037.0,6.0,59.0
715213,3700,1986.0,chevy,el camino,,,gas,,clean,automatic,,,,,,34.170458,-118.372879,6037.0,6.0,59.0
715214,1700,2000.0,mazda,miata mx-5,,,gas,,salvage,manual,,,,,,33.8419,-117.6043,6065.0,6.0,59.0
715215,9900,2006.0,toyota,tacoma prerunner v6,excellent,6 cylinders,gas,,clean,automatic,,4wd,,pickup,,33.9416,-118.1306,6037.0,6.0,59.0
715216,24500,2017.0,toyota,tacoma,,,gas,,salvage,automatic,,,,,,34.2092,-118.5749,6037.0,6.0,59.0
715217,1000,2007.0,gmc,denali,,,other,,clean,other,,,,,,34.1767,-118.6159,6037.0,6.0,59.0
715218,3999,2005.0,chevrolet,1500 tahoe,,,gas,,clean,automatic,,,,,,33.954467,-118.403263,6037.0,6.0,59.0
715219,21988,2013.0,lexus,rx,,,other,62015.0,clean,automatic,2T2ZK1BA8DC088896,fwd,,wagon,white,33.64393,-117.91543999999999,6059.0,6.0,59.0
715220,22000,2015.0,chevrolet,1500 silverado,good,8 cylinders,gas,52700.0,salvage,automatic,,,,truck,,34.1227,-118.7573,6037.0,6.0,59.0
715221,16995,2009.0,chevrolet,tahoe lt,excellent,,gas,,clean,automatic,,,,,,34.0794,-117.4551,6071.0,6.0,59.0
715222,14995,2008.0,honda,ridgeline,excellent,,gas,,clean,automatic,,4wd,,pickup,,34.0794,-117.4551,6071.0,6.0,59.0
715223,6250,2005.0,ford,f-150,excellent,6 cylinders,gas,103438.0,clean,automatic,1FTRF12255NB89863,rwd,full-size,truck,blue,34.071917,-118.84993600000001,6037.0,6.0,59.0
715224,199,2008.0,toyota,,,,hybrid,,clean,automatic,,,,,,33.945126,-118.34531000000001,6037.0,6.0,59.0
715225,29995,2013.0,nissan,titan sv,like new,,gas,,clean,automatic,,4wd,,pickup,,34.0794,-117.4551,6071.0,6.0,59.0
715226,3000,2008.0,chevrolet,tahoe ltz,,,gas,,clean,automatic,,4wd,full-size,,black,34.1517,-118.2636,6037.0,6.0,59.0
715227,2500,1997.0,ford,ranger xlt,excellent,4 cylinders,gas,180000.0,clean,manual,,,,,black,34.2619,-118.4587,6037.0,6.0,59.0
715228,4495,2007.0,mazda,mazda3,like new,4 cylinders,gas,137815.0,clean,manual,,,,sedan,red,34.2001,-118.4456,6037.0,6.0,59.0
715229,6950,2007.0,toyota,rav4,excellent,4 cylinders,gas,142431.0,clean,automatic,,,full-size,SUV,blue,34.2001,-118.4456,6037.0,6.0,59.0
715230,20948,2014.0,ford,f-150 xlt,,,gas,,clean,automatic,,,,,,34.258452,-118.34690400000001,6037.0,6.0,59.0
715231,4999,2005.0,cadillac,escalade,,,other,188900.0,clean,automatic,1GYEK63N65R208875,4wd,,SUV,blue,33.94076,-118.35223,6037.0,6.0,59.0
715232,22000,2015.0,chevrolet,1500,excellent,8 cylinders,gas,52700.0,salvage,automatic,,,,truck,black,34.1227,-118.7573,6037.0,6.0,59.0
715233,5400,2007.0,honda,civix,excellent,4 cylinders,gas,141140.0,clean,automatic,,fwd,compact,sedan,blue,33.9413,-118.0356,6037.0,6.0,59.0
715234,6900,2012.0,honda,civic,excellent,,other,90000.0,clean,automatic,,,,sedan,,34.2367,-118.5466,6037.0,6.0,59.0
715235,1500,1984.0,pontiac,grand prix,,,gas,,clean,automatic,,,,,,33.774867,-118.400345,6037.0,6.0,59.0
715236,1350,2004.0,nissan,altima 2.5s,,,gas,,clean,automatic,,,,,,34.320868,-118.42987099999999,6037.0,6.0,59.0
715237,15995,2015.0,honda,accord,like new,,gas,,clean,automatic,,,,sedan,,34.0794,-117.4551,6071.0,6.0,59.0
715238,10500,2017.0,toyota,corolla le 4dr sedan,like new,,gas,,clean,automatic,,,,,,33.9056,-118.0818,6037.0,6.0,59.0
715239,42990,2014.0,bmw,m5 one of a kind 10/10,like new,8 cylinders,gas,58000.0,clean,automatic,,rwd,compact,,white,32.9161,-117.1402,6073.0,6.0,59.0
715240,11500,2013.0,ford,f-150 xl,like new,6 cylinders,gas,99825.0,clean,automatic,,,full-size,pickup,white,34.1767,-118.6159,6037.0,6.0,59.0
715241,2350,1993.0,toyota,,good,6 cylinders,gas,150.0,clean,automatic,,rwd,full-size,SUV,custom,33.7855,-118.2645,6037.0,6.0,59.0
715242,3777,2008.0,ford,crown victoria,excellent,8 cylinders,gas,,clean,automatic,,fwd,,sedan,white,34.046896999999994,-118.205069,6037.0,6.0,59.0
715243,1075,2006.0,volkswagen,jetta 2.5,good,,gas,,clean,automatic,,,full-size,sedan,grey,34.0737,-118.37200000000001,6037.0,6.0,59.0
715244,2239,2016.0,,Merecedes AMG GTS,like new,8 cylinders,gas,7500.0,clean,other,,rwd,full-size,coupe,blue,34.1005,-118.3254,6037.0,6.0,59.0
715245,41995,2016.0,ford,transit-350,,,diesel,25549.0,clean,automatic,1FBVU4XV6GKA36670,,,,,34.070311,-117.446303,6071.0,6.0,59.0
715246,8499,2015.0,nissan,versa s,like new,4 cylinders,gas,33900.0,clean,automatic,3N1CN7AP3FL933781,fwd,,sedan,red,34.106486,-117.481734,6071.0,6.0,59.0
715247,5500,2005.0,acura,3.5 rl,,6 cylinders,gas,,clean,automatic,,,,sedan,black,33.9551,-118.2901,6037.0,6.0,59.0
715248,3200,2008.0,honda,accord 4-door sedan,,,gas,,salvage,automatic,,,,,,33.9631,-118.3941,6037.0,6.0,59.0
