,url,city,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,image_url,lat,long,county_fips,county_name,state_fips,state_code,state_name,weather
631179,https://losangeles.craigslist.org/sfv/ctd/d/2009-acura-mdx-sh-awd-tech/6719320334.html,losangeles,9495,2009.0,acura,mdx,,,other,150363.0,clean,automatic,2HNYD28649H510477,,,SUV,black,https://images.craigslist.org/00L0L_4ORGThOtrxF_600x450.jpg,33.94076,-118.35223,6037.0,Los Angeles,6.0,CA,California,59.0
631180,https://losangeles.craigslist.org/sfv/cto/d/2007-chevrolet-tahoe-ltz/6716733359.html,losangeles,13587,2007.0,chevrolet,1500 tahoe,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/01010_lCo8dS1PcX0_600x450.jpg,34.205556,-118.35468300000001,6037.0,Los Angeles,6.0,CA,California,59.0
631181,https://losangeles.craigslist.org/sfv/ctd/d/2004-gmc-yukon-denali-awd-4dr/6719320205.html,losangeles,4999,2004.0,gmc,yukon,,,other,186571.0,clean,automatic,1GKEK63U74J313990,4wd,,SUV,white,https://images.craigslist.org/00z0z_hWUrBYVZqWI_600x450.jpg,33.94076,-118.35223,6037.0,Los Angeles,6.0,CA,California,59.0
631182,https://losangeles.craigslist.org/sfv/ctd/d/2009-lexus-is-250-base-4dr/6719320154.html,losangeles,8670,2009.0,lexus,is,,,other,127490.0,clean,automatic,JTHBK262892083734,fwd,sub-compact,sedan,white,https://images.craigslist.org/00606_1IscLHKZebG_600x450.jpg,33.94076,-118.35223,6037.0,Los Angeles,6.0,CA,California,59.0
631183,https://losangeles.craigslist.org/sfv/ctd/d/2007-chevrolet-chevy-suburban/6719319947.html,losangeles,7999,2007.0,chevrolet,suburban,,,other,170886.0,clean,automatic,3GNFC16J97G102286,fwd,,SUV,white,https://images.craigslist.org/00u0u_lMX7zra9uex_600x450.jpg,33.94076,-118.35223,6037.0,Los Angeles,6.0,CA,California,59.0
631184,https://losangeles.craigslist.org/lac/cto/d/volkswagen-beetle-convertible/6719316430.html,losangeles,3490,2003.0,volkswagen,beetle convertible,excellent,4 cylinders,gas,132000.0,clean,automatic,,fwd,compact,convertible,orange,https://images.craigslist.org/00909_jBotE5kaXkD_600x450.jpg,34.050487,-117.94176200000001,6037.0,Los Angeles,6.0,CA,California,59.0
631185,https://losangeles.craigslist.org/lac/cto/d/2012-volvo-xc60-excellent/6707062482.html,losangeles,11750,2012.0,volvo,xc60 3.2,like new,6 cylinders,gas,78632.0,clean,automatic,,,full-size,SUV,white,https://images.craigslist.org/01212_jhhD9ux4OZw_600x450.jpg,34.1074,-118.3652,6037.0,Los Angeles,6.0,CA,California,59.0
631186,https://losangeles.craigslist.org/wst/cto/d/013-infiniti-g37-only-56k/6708334278.html,losangeles,10999,2013.0,infiniti,g37,new,,gas,56000.0,salvage,automatic,,,,,,https://images.craigslist.org/00f0f_iGEgtHzPcti_600x450.jpg,33.8998,-118.3199,6037.0,Los Angeles,6.0,CA,California,59.0
631187,https://losangeles.craigslist.org/sfv/ctd/d/2009-bmw-x5-xdrive30i-awd-4dr/6719319891.html,losangeles,8999,2009.0,bmw,x5,,,other,104446.0,clean,automatic,5UXFE43529L272537,,,SUV,green,https://images.craigslist.org/00C0C_7N66HAW1JEt_600x450.jpg,33.94076,-118.35223,6037.0,Los Angeles,6.0,CA,California,59.0
631188,https://losangeles.craigslist.org/lac/cto/d/2007-suzuki-sx4/6719316183.html,losangeles,3250,2007.0,,suzuki sx4,,,gas,136000.0,salvage,automatic,JS2YB413475105785,,,,,https://images.craigslist.org/00w0w_FaoF21vdtA_600x450.jpg,34.2057,-118.4001,6037.0,Los Angeles,6.0,CA,California,59.0
631189,https://losangeles.craigslist.org/sfv/cto/d/2007-mercedes-c230-6-cil/6708313945.html,losangeles,3000,2007.0,mercedes,benz,good,6 cylinders,gas,115600.0,salvage,automatic,,fwd,compact,sedan,black,https://images.craigslist.org/01313_3RVyrWcYD9E_600x450.jpg,34.2209,-118.3699,6037.0,Los Angeles,6.0,CA,California,59.0
631190,https://losangeles.craigslist.org/lac/cto/d/2012-volvo-xc60-quality/6709832798.html,losangeles,11750,2012.0,volvo,xc60,like new,6 cylinders,gas,78632.0,clean,automatic,,,full-size,SUV,white,https://images.craigslist.org/00r0r_bULMVge2R9b_600x450.jpg,34.1074,-118.3652,6037.0,Los Angeles,6.0,CA,California,59.0
631192,https://losangeles.craigslist.org/sfv/ctd/d/2011-cadillac-srx-turbo/6719319095.html,losangeles,10995,2011.0,cadillac,srx,,,other,111786.0,clean,automatic,3GYFNKE67BS597822,,,SUV,white,https://images.craigslist.org/00m0m_iUi9Q66ikqF_600x450.jpg,33.94076,-118.35223,6037.0,Los Angeles,6.0,CA,California,59.0
631193,https://losangeles.craigslist.org/ant/cto/d/1996-nissan-240sx-se-s14/6712635417.html,losangeles,4000,1996.0,nissan,240sx se,good,4 cylinders,gas,166192.0,clean,automatic,,rwd,,coupe,black,https://images.craigslist.org/00L0L_lzP4aUfRVZd_600x450.jpg,34.687428000000004,-118.16757199999999,6037.0,Los Angeles,6.0,CA,California,59.0
631194,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-civic-ex-1200-miles/6719315949.html,losangeles,13500,2017.0,honda,civic,,,gas,,salvage,automatic,,,,,,https://images.craigslist.org/00z0z_lMIqD9F9yXb_600x450.jpg,33.782,-118.1835,6037.0,Los Angeles,6.0,CA,California,59.0
631195,https://losangeles.craigslist.org/wst/cto/d/2006-jeep-grand-cherokee/6717418910.html,losangeles,1400,2006.0,jeep,grand cherokee,like new,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00E0E_9LOm4jJIR4P_600x450.jpg,34.1005,-118.3254,6037.0,Los Angeles,6.0,CA,California,59.0
631196,https://losangeles.craigslist.org/lgb/cto/d/2013-nissan-versa-sv-low/6705622403.html,losangeles,7500,2013.0,nissan,versa sv,,,gas,80000.0,clean,automatic,,,,,,https://images.craigslist.org/01717_cN4bAZ0Ex0i_600x450.jpg,33.8654,-118.0731,6037.0,Los Angeles,6.0,CA,California,59.0
631197,https://losangeles.craigslist.org/sfv/cto/d/2003-nissan-altima-25l/6719315222.html,losangeles,800,2003.0,nissan,altima.,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00404_4E6iKS9RcPw_600x450.jpg,34.1378,-118.2425,6037.0,Los Angeles,6.0,CA,California,59.0
631198,https://losangeles.craigslist.org/lac/cto/d/2010-buick-lacrosse-cxs/6713324912.html,losangeles,4500,2010.0,buick,lacrosse,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00I0I_9lelLfT4TTb_600x450.jpg,34.0434,-118.2716,6037.0,Los Angeles,6.0,CA,California,59.0
631199,https://losangeles.craigslist.org/lac/ctd/d/2013-chevrolet-tahoe-lt/6719317741.html,losangeles,26995,2013.0,chevrolet,1500 tahoe,excellent,,gas,,clean,automatic,,,,SUV,,https://images.craigslist.org/00g0g_lPk2jfFinT6_600x450.jpg,34.0794,-117.4551,6071.0,San Bernardino,6.0,CA,California,59.0
631200,https://losangeles.craigslist.org/lac/cto/d/2006-jeep-grand-cherokee/6717341323.html,losangeles,1400,2006.0,jeep,2006,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00101_bpagZVy6LUU_600x450.jpg,34.2771,-118.4992,6037.0,Los Angeles,6.0,CA,California,59.0
631201,https://losangeles.craigslist.org/lac/cto/d/toyota-camry-hybrid-2008/6719313948.html,losangeles,8900,2008.0,toyota,camry hybrid,excellent,,hybrid,89000.0,clean,automatic,,,,,,https://images.craigslist.org/00303_l46nxQswUvt_600x450.jpg,34.0737,-118.37200000000001,6037.0,Los Angeles,6.0,CA,California,59.0
631202,https://losangeles.craigslist.org/lac/cto/d/2008-toyota-sienna-xle-van/6719313620.html,losangeles,8250,2008.0,toyota,sienna xle,excellent,6 cylinders,gas,124000.0,clean,automatic,5TDZK22CX8S220274,,,,,https://images.craigslist.org/00c0c_6aruAS62H1I_600x450.jpg,34.0665,-118.3022,6037.0,Los Angeles,6.0,CA,California,59.0
631203,https://losangeles.craigslist.org/wst/cto/d/1977-chevy-impala/6711815621.html,losangeles,3000,1977.0,chevy,impala,,8 cylinders,gas,,clean,automatic,,,,,,https://images.craigslist.org/00C0C_Nog7UFwdml_600x450.jpg,33.9938,-118.4635,6037.0,Los Angeles,6.0,CA,California,59.0
631204,https://losangeles.craigslist.org/sfv/cto/d/2010-bmw-328i-sulev-sport/6719313833.html,losangeles,8700,2010.0,bmw,328i,,,gas,93000.0,clean,automatic,,,,,,https://images.craigslist.org/00j0j_hep1KYyweWR_600x450.jpg,34.2805,-118.5576,6037.0,Los Angeles,6.0,CA,California,59.0
631205,https://losangeles.craigslist.org/sfv/cto/d/lexus-is-350-is350-rwd1/6705710079.html,losangeles,1550,2006.0,lexus,is 350,excellent,6 cylinders,gas,,clean,automatic,,rwd,full-size,sedan,black,https://images.craigslist.org/00L0L_3xvFU5sfXhu_600x450.jpg,34.0559,-118.2666,6037.0,Los Angeles,6.0,CA,California,59.0
631206,https://losangeles.craigslist.org/lac/ctd/d/2014-chevrolet-silverado-2500/6719316751.html,losangeles,24995,2014.0,chevrolet,2500 silverado,excellent,,gas,,clean,automatic,,,,pickup,,https://images.craigslist.org/00o0o_dR9uvweJd3_600x450.jpg,34.0794,-117.4551,6071.0,San Bernardino,6.0,CA,California,59.0
631207,https://losangeles.craigslist.org/wst/cto/d/2007-toyota-rav4-ltd-sport/6719312201.html,losangeles,4300,2007.0,toyota,rav4 ltd sport utility,fair,4 cylinders,gas,214000.0,clean,automatic,,4wd,full-size,SUV,silver,https://images.craigslist.org/00H0H_aZyGZcbnoMU_600x450.jpg,34.048472,-118.47066399999999,6037.0,Los Angeles,6.0,CA,California,59.0
631208,https://losangeles.craigslist.org/lgb/cto/d/2002-honda-civic-ex/6703715082.html,losangeles,2500,2002.0,honda,civic ex,excellent,4 cylinders,gas,185000.0,salvage,automatic,,fwd,,,,https://images.craigslist.org/00C0C_fWyaWsL3XFq_600x450.jpg,33.927777,-118.20523899999999,6037.0,Los Angeles,6.0,CA,California,59.0
631209,https://losangeles.craigslist.org/sfv/cto/d/2017-ford-fusion-se-ecoboost/6705401640.html,losangeles,21000,2017.0,ford,fusion se,like new,4 cylinders,gas,100000.0,clean,automatic,,fwd,full-size,sedan,grey,https://images.craigslist.org/00u0u_1wlbqkLdtJS_600x450.jpg,34.143209000000006,-118.761349,6037.0,Los Angeles,6.0,CA,California,59.0
631210,https://losangeles.craigslist.org/sgv/ctd/d/2015-chevrolet-silverado-1500/6719315598.html,losangeles,38995,2015.0,chevrolet,silverado 1500,,,,34972.0,clean,automatic,3GCUKSEC6FG196704,,,,,https://images.craigslist.org/00P0P_exP9pGNTIwX_600x450.jpg,34.070311,-117.446303,6071.0,San Bernardino,6.0,CA,California,59.0
631211,https://losangeles.craigslist.org/wst/cto/d/super-ford-ranger-xlt/6719311670.html,losangeles,1800,2006.0,ford,ranger xlt,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00d0d_lHIATpnBYY6_600x450.jpg,34.0762,-118.3029,6037.0,Los Angeles,6.0,CA,California,59.0
631212,https://losangeles.craigslist.org/wst/cto/d/jeep-grand-cherokee-lift/6712899637.html,losangeles,1400,2006.0,,Cherokee,excellent,,gas,,clean,automatic,,,,,,https://images.craigslist.org/01111_iDfP1O0UopN_600x450.jpg,34.1073,-118.2266,6037.0,Los Angeles,6.0,CA,California,59.0
631213,https://losangeles.craigslist.org/lac/cto/d/kn-lexus-is-350-am-fm-cd-mp3/6699710422.html,losangeles,1525,2006.0,lexus,is 350,excellent,6 cylinders,gas,,clean,automatic,,rwd,full-size,sedan,black,https://images.craigslist.org/00303_a9r8epC41B8_600x450.jpg,33.9299,-118.0121,6037.0,Los Angeles,6.0,CA,California,59.0
631214,https://losangeles.craigslist.org/sgv/cto/d/a4-audi-2007-convertible-67k/6719305238.html,losangeles,6900,2007.0,audi,a4,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00O0O_bzBo8QjevVz_600x450.jpg,34.2057,-118.4001,6037.0,Los Angeles,6.0,CA,California,59.0
631215,https://losangeles.craigslist.org/sfv/cto/d/2012-toyota-tacoma-prerunner/6719311200.html,losangeles,18500,2012.0,toyota,tacoma,like new,6 cylinders,gas,70123.0,clean,automatic,,,,,white,https://images.craigslist.org/00K0K_bpwNlYi5gnA_600x450.jpg,34.2057,-118.4001,6037.0,Los Angeles,6.0,CA,California,59.0
631216,https://losangeles.craigslist.org/sfv/cto/d/chevy-impala-2011/6719315120.html,losangeles,900,2011.0,chevrolet,impala ls,fair,6 cylinders,gas,158000.0,clean,automatic,,4wd,mid-size,sedan,yellow,https://images.craigslist.org/00D0D_fo5ZrUPfasB_600x450.jpg,34.226102000000004,-118.45195700000001,6037.0,Los Angeles,6.0,CA,California,59.0
631217,https://losangeles.craigslist.org/sfv/cto/d/2016-lexus-rx450h-hybrid-awd/6706515085.html,losangeles,48500,2016.0,lexus,rx450h,excellent,6 cylinders,gas,33000.0,clean,automatic,,4wd,mid-size,SUV,grey,https://images.craigslist.org/00R0R_lF9iRctoWG_600x450.jpg,34.1948,-118.8232,6111.0,Ventura,6.0,CA,California,59.0
631218,https://losangeles.craigslist.org/lac/ctd/d/2016-nissan-rogue-sv-sport/6719314809.html,losangeles,16995,2016.0,nissan,rogue sv,like new,,gas,,clean,automatic,,,,SUV,,https://images.craigslist.org/00I0I_azChOnFstqH_600x450.jpg,34.0794,-117.4551,6071.0,San Bernardino,6.0,CA,California,59.0
631219,https://losangeles.craigslist.org/lac/ctd/d/2014-ford-f150-stx-crew-cab/6719313886.html,losangeles,21995,2014.0,ford,f150,like new,,gas,,clean,automatic,,,,pickup,,https://images.craigslist.org/01616_kueEENSGow3_600x450.jpg,34.0522,-118.24299599999999,6037.0,Los Angeles,6.0,CA,California,59.0
631220,https://losangeles.craigslist.org/ant/ctd/d/2001-jeep-wrangler-tj-sport/6719313551.html,losangeles,10995,2001.0,jeep,wrangler,,,other,110463.0,clean,manual,1J4FA49S51P343912,4wd,,SUV,black,https://images.craigslist.org/00i0i_geaUAUs1ogQ_600x450.jpg,34.232563,-118.252673,6037.0,Los Angeles,6.0,CA,California,59.0
631221,https://losangeles.craigslist.org/sfv/cto/d/1998-ford-coachman/6713210464.html,losangeles,9000,1998.0,ford,,good,10 cylinders,gas,5500000.0,clean,automatic,,rwd,full-size,truck,white,https://images.craigslist.org/00o0o_9iOBud4TULj_600x450.jpg,34.172027,-118.443797,6037.0,Los Angeles,6.0,CA,California,59.0
631222,https://losangeles.craigslist.org/sfv/cto/d/1998-porsche-carreraspeed/6719309004.html,losangeles,42500,1998.0,,porsche 911 carrera cabriolet,,6 cylinders,gas,,clean,manual,,rwd,,convertible,blue,https://images.craigslist.org/00606_dZv7NLk4kQg_600x450.jpg,34.4262,-118.449,6037.0,Los Angeles,6.0,CA,California,59.0
631223,https://losangeles.craigslist.org/lac/ctd/d/2014-ford-focus-st-bad-credit/6719313354.html,losangeles,16950,2014.0,ford,focus,,,gas,54663.0,clean,manual,1FADP3L9XEL420949,,compact,hatchback,white,https://images.craigslist.org/00P0P_hGR2ePhxrkn_600x450.jpg,33.896507,-117.56358300000001,6065.0,Riverside,6.0,CA,California,59.0
631224,https://losangeles.craigslist.org/wst/cto/d/2007-hyundai-elantra-gls/6716873052.html,losangeles,2300,2007.0,hyundai,elantra gls,good,4 cylinders,gas,,clean,automatic,,fwd,,,,https://images.craigslist.org/00505_auhc3HN7dcP_600x450.jpg,34.029,-118.4005,6037.0,Los Angeles,6.0,CA,California,59.0
631225,https://losangeles.craigslist.org/lac/cto/d/2009-nissan-versa-hatchback-4/6719308450.html,losangeles,3000,2009.0,nissan,versa 1.8 s,good,4 cylinders,gas,135000.0,clean,manual,,fwd,,hatchback,silver,https://images.craigslist.org/00W0W_joH2iRu1tvK_600x450.jpg,34.0559,-118.2666,6037.0,Los Angeles,6.0,CA,California,59.0
631226,https://losangeles.craigslist.org/lac/cto/d/2006-lexus-is-350-fully-loaded/6697197838.html,losangeles,1800,2006.0,lexus,is 350,excellent,6 cylinders,gas,,clean,automatic,,rwd,full-size,sedan,black,https://images.craigslist.org/00w0w_7SgOURfS5AI_600x450.jpg,37.4352,-121.895,6085.0,Santa Clara,6.0,CA,California,59.0
631227,https://losangeles.craigslist.org/lac/cto/d/2000-jaguar-xk8/6712609351.html,losangeles,7900,2000.0,jaguar,xk8,excellent,8 cylinders,gas,,clean,automatic,,rwd,full-size,convertible,grey,https://images.craigslist.org/01717_68jkKg6NaFu_600x450.jpg,34.086008,-118.0289,6037.0,Los Angeles,6.0,CA,California,59.0
631228,https://losangeles.craigslist.org/lgb/cto/d/2017-chevy-cruze-ls/6703734998.html,losangeles,8250,2017.0,chevrolet,,like new,4 cylinders,gas,4500.0,salvage,automatic,Xxxxxxxxxxx,fwd,sub-compact,sedan,blue,https://images.craigslist.org/00V0V_1r6AQiFY1QI_600x450.jpg,33.8193,-118.2325,6037.0,Los Angeles,6.0,CA,California,59.0
631229,https://losangeles.craigslist.org/lac/ctd/d/2002-ford-explorer-sport-trac/6719310267.html,losangeles,1600,2002.0,ford,explorer sport trac,,,gas,,clean,automatic,1FMZU67E52UC52690,,,,,https://images.craigslist.org/00e0e_iVDb9Rdsmnn_600x450.jpg,33.7671,-117.929,6059.0,Orange,6.0,CA,California,59.0
631230,https://losangeles.craigslist.org/sgv/cto/d/darth-vaders-tie-advanced-x1/6719301428.html,losangeles,150,2016.0,,Star Wars TIE Advanced x1,salvage,other,hybrid,,clean,other,DARTHVADER1,,sub-compact,,grey,https://images.craigslist.org/00J0J_8JI0JbScuGr_600x450.jpg,34.00736,-117.93294399999999,6037.0,Los Angeles,6.0,CA,California,59.0
631231,https://losangeles.craigslist.org/wst/cto/d/16x7-5x114-rimstires-nissan/6708936580.html,losangeles,800,2006.0,nissan,maxima se,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00V0V_aM8syiuA1If_600x450.jpg,34.0482,-118.3343,6037.0,Los Angeles,6.0,CA,California,59.0
631232,https://losangeles.craigslist.org/lac/cto/d/nissan-sentra/6717347444.html,losangeles,1200,1995.0,nissan,sentra,,,gas,,clean,manual,,,,,,https://images.craigslist.org/00808_lC1lqD7hMck_600x450.jpg,33.9797,-117.7308,6071.0,San Bernardino,6.0,CA,California,59.0
631233,https://losangeles.craigslist.org/sfv/cto/d/2004-chevy-express-cargo-hd/6717479219.html,losangeles,6000,2004.0,chevy,,excellent,8 cylinders,gas,120123.0,clean,automatic,,,,,,https://images.craigslist.org/00D0D_8O1o8WZe4me_600x450.jpg,34.2057,-118.4001,6037.0,Los Angeles,6.0,CA,California,59.0
631234,https://losangeles.craigslist.org/lac/cto/d/2011-bmw-328i-navigation/6719310191.html,losangeles,7500,2011.0,bmw,328i,,,gas,150000.0,clean,automatic,,,,,,https://images.craigslist.org/00c0c_eLBtpc6BIKX_600x450.jpg,34.074701,-118.090324,6037.0,Los Angeles,6.0,CA,California,59.0
631235,https://losangeles.craigslist.org/wst/cto/d/2006-lexus-is-350-mark/6697862217.html,losangeles,1800,2006.0,lexus,is 350,excellent,6 cylinders,gas,,clean,automatic,,rwd,full-size,sedan,black,https://images.craigslist.org/00m0m_4SVbRBxwQDd_600x450.jpg,34.0482,-118.3343,6037.0,Los Angeles,6.0,CA,California,59.0
631236,https://losangeles.craigslist.org/lac/cto/d/2003-volvo-s80-29/6719305698.html,losangeles,2995,2003.0,volvo,s80 2.9,excellent,6 cylinders,gas,176000.0,clean,automatic,,fwd,full-size,sedan,black,https://images.craigslist.org/00k0k_khvFYqkI8fY_600x450.jpg,34.1649,-118.2451,6037.0,Los Angeles,6.0,CA,California,59.0
631237,https://losangeles.craigslist.org/lac/ctd/d/2014-nissan-versa-16-plus/6719308313.html,losangeles,6950,2014.0,nissan,versa,,,gas,84000.0,clean,automatic,3N1CN7AP5EL810157,fwd,compact,sedan,blue,https://images.craigslist.org/00w0w_kJjwwAPErhs_600x450.jpg,33.889359000000006,-118.35236299999998,6037.0,Los Angeles,6.0,CA,California,59.0
631238,https://losangeles.craigslist.org/sfv/cto/d/2001-dodge-caravan-sport/6719305707.html,losangeles,2500,2001.0,dodge,caravan sport,good,6 cylinders,gas,,clean,automatic,,,mid-size,mini-van,white,https://images.craigslist.org/00b0b_ebFJQCi4wDl_600x450.jpg,34.280186,-118.451672,6037.0,Los Angeles,6.0,CA,California,59.0
631239,https://losangeles.craigslist.org/sgv/cto/d/2001-chrysler-lhs-smogged/6716684088.html,losangeles,2100,2001.0,chrysler,lhs,excellent,4 cylinders,gas,,clean,automatic,,,,,,https://images.craigslist.org/00f0f_qKMULy3I5b_600x450.jpg,33.774174,-116.941566,6065.0,Riverside,6.0,CA,California,59.0
631240,https://losangeles.craigslist.org/sgv/cto/d/2002-chevy-silverado-2500hd/6705455041.html,losangeles,10500,2002.0,chevrolet,2500 silverado,,,diesel,,clean,automatic,,,,,,https://images.craigslist.org/00f0f_eeLJSuYs0mL_600x450.jpg,34.0011,-118.0371,6037.0,Los Angeles,6.0,CA,California,59.0
631241,https://losangeles.craigslist.org/lac/cto/d/2003-bmw-m5-low-miles-best/6719305119.html,losangeles,15000,2003.0,bmw,m5,,,gas,155000.0,clean,automatic,,,,,,https://images.craigslist.org/00X0X_1glYX9nnpgk_600x450.jpg,34.1378,-118.2425,6037.0,Los Angeles,6.0,CA,California,59.0
631242,https://losangeles.craigslist.org/wst/cto/d/2006-nissan-maxima-se-v6-35l/6710728045.html,losangeles,800,2006.0,nissan,maxima se,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00N0N_l4tTSgyQcYf_600x450.jpg,34.1073,-118.2266,6037.0,Los Angeles,6.0,CA,California,59.0
631243,https://losangeles.craigslist.org/sfv/ctd/d/2016-jeep-renegade-limited/6719306806.html,losangeles,251,2016.0,jeep,renegade limited,,4 cylinders,gas,46425.0,clean,automatic,ZACCJADT7GPC91718,fwd,,SUV,,https://images.craigslist.org/00A0A_1Z21GJZsXAq_600x450.jpg,34.193804,-118.492652,6037.0,Los Angeles,6.0,CA,California,59.0
631244,https://losangeles.craigslist.org/wst/ctd/d/2014-dodge-caravan-handicap/6719306927.html,losangeles,24995,2014.0,dodge,caravan handicap minivan,good,6 cylinders,gas,37496.0,clean,automatic,2C4RDGCG0ER210351,rwd,mid-size,mini-van,silver,https://images.craigslist.org/00u0u_1LCFGsydT7R_600x450.jpg,33.874815000000005,-117.55349199999999,6065.0,Riverside,6.0,CA,California,59.0
631245,https://losangeles.craigslist.org/lac/cto/d/2007-toyota-camry-le-clean/6719270062.html,losangeles,5500,2007.0,toyota,camry le 4dr sedan,excellent,4 cylinders,gas,106211.0,clean,automatic,4T1BE46K67U116313,fwd,compact,sedan,blue,https://images.craigslist.org/01414_fVw3yMjuZy_600x450.jpg,33.941546,-118.293011,6037.0,Los Angeles,6.0,CA,California,59.0
631246,https://losangeles.craigslist.org/lgb/cto/d/dodge-grand-caravan-semiles/6719302310.html,losangeles,2500,2000.0,dodge,grand caravan se,good,,gas,,clean,automatic,,,,van,,https://images.craigslist.org/00B0B_gqZS2ObTUez_600x450.jpg,33.657319,-117.994693,6059.0,Orange,6.0,CA,California,59.0
631247,https://losangeles.craigslist.org/sgv/cto/d/2002-4runner/6713465275.html,losangeles,5500,2002.0,toyota,4 runner,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00N0N_9yTmIfB7MOp_600x450.jpg,34.0011,-118.0371,6037.0,Los Angeles,6.0,CA,California,59.0
631248,https://losangeles.craigslist.org/sfv/cto/d/lincoln-mkx/6719304687.html,losangeles,4400,2007.0,lincoln,mkx,,,gas,132000.0,clean,automatic,,,,,,https://images.craigslist.org/00B0B_bV6vqgBAuX3_600x450.jpg,34.2875,-118.4352,6037.0,Los Angeles,6.0,CA,California,59.0
631249,https://losangeles.craigslist.org/wst/cto/d/1967-vw-bug-4500-obo/6694752186.html,losangeles,4500,1967.0,vw,beetle bug,fair,4 cylinders,gas,,clean,manual,,rwd,compact,,blue,https://images.craigslist.org/00c0c_ft601NUkPRF_600x450.jpg,32.696731,-117.193284,6073.0,San Diego,6.0,CA,California,59.0
631250,https://losangeles.craigslist.org/sfv/cto/d/1996-rave-4/6715849737.html,losangeles,2800,1996.0,ford,rave 4,good,,gas,237007.0,lien,manual,,,,wagon,blue,https://images.craigslist.org/00Q0Q_hQH66dobV6N_600x450.jpg,34.776864,-118.80141299999998,6037.0,Los Angeles,6.0,CA,California,59.0
631251,https://losangeles.craigslist.org/sgv/cto/d/smog-ready-2003-nissan-altima/6703048386.html,losangeles,4300,2006.0,nissan,altima 2.5 sl,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00V0V_bqteVdxxlK9_600x450.jpg,34.1287,-117.8552,6037.0,Los Angeles,6.0,CA,California,59.0
631252,https://losangeles.craigslist.org/sfv/ctd/d/2009-ford-250-econoline-cargo/6719308337.html,losangeles,2000,2009.0,ford,e250 econoline cargo van,excellent,8 cylinders,gas,103226.0,clean,automatic,1FTNE24L79DA72617,rwd,,van,white,https://images.craigslist.org/00p0p_2bDKG5tJys1_600x450.jpg,34.201004,-118.596677,6037.0,Los Angeles,6.0,CA,California,59.0
631253,https://losangeles.craigslist.org/ant/cto/d/1984-c4-corvette-z51/6714083173.html,losangeles,5750,1984.0,chevrolet,corvette z51,excellent,8 cylinders,gas,,clean,automatic,,rwd,,coupe,custom,https://images.craigslist.org/01616_1hcDdoVUSFi_600x450.jpg,34.876302,-118.149702,6029.0,Kern,6.0,CA,California,59.0
631254,https://losangeles.craigslist.org/lac/cto/d/2003-volvo-s80-29/6719304999.html,losangeles,2995,2003.0,volvo,s80 2.9,excellent,6 cylinders,gas,176000.0,clean,automatic,,fwd,full-size,sedan,black,https://images.craigslist.org/00k0k_khvFYqkI8fY_600x450.jpg,34.1649,-118.2451,6037.0,Los Angeles,6.0,CA,California,59.0
631255,https://losangeles.craigslist.org/sgv/cto/d/nice-2008-scion-tc-rs-40/6711731469.html,losangeles,5500,2008.0,,scion tc RS 4.0,,,gas,,salvage,manual,,,,,,https://images.craigslist.org/00d0d_cJFnhBXx2cl_600x450.jpg,34.120976,-117.910734,6037.0,Los Angeles,6.0,CA,California,59.0
631256,https://losangeles.craigslist.org/sfv/cto/d/2001-nissan-xterra-se/6707399374.html,losangeles,3250,2001.0,nissan,xterra se,excellent,6 cylinders,gas,103000.0,clean,automatic,,4wd,full-size,SUV,white,https://images.craigslist.org/01212_gwXaPTCMZJ4_600x450.jpg,34.1379,-118.2599,6037.0,Los Angeles,6.0,CA,California,59.0
631257,https://losangeles.craigslist.org/lac/cto/d/2009-freightliner-century-t/6711827159.html,losangeles,16500,2009.0,,freighliner century,,,diesel,,clean,manual,1FUJBBCK29DAG5565,,,,,https://images.craigslist.org/00w0w_f9qUZSIKpqT_600x450.jpg,33.7852,-117.3166,6065.0,Riverside,6.0,CA,California,59.0
631258,https://losangeles.craigslist.org/lac/ctd/d/2012-ford-edge-sel-easy/6719304532.html,losangeles,15199,2012.0,ford,edge sel,,other,gas,51289.0,clean,automatic,2FMDK3JC7CBA70728,fwd,,,black,https://images.craigslist.org/00101_qHtKQx2Iu6_600x450.jpg,34.015238000000004,-117.343852,6065.0,Riverside,6.0,CA,California,59.0
631259,https://losangeles.craigslist.org/lgb/ctd/d/1-store-for-bad-credit-no/6719304330.html,losangeles,9997,2014.0,ford,focus,excellent,4 cylinders,gas,,clean,automatic,,,,,grey,https://images.craigslist.org/00f0f_gSLP42q5md2_600x450.jpg,33.788216,-117.833248,6059.0,Orange,6.0,CA,California,59.0
