,url,city,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,image_url,lat,long,county_fips,county_name,state_fips,state_code,state_name,weather
681310,https://losangeles.craigslist.org/wst/cto/d/2007-vw-jetta-gli-special/6750101580.html,losangeles,3800,2007.0,volkswagen,jetta gli,excellent,,gas,129.0,clean,automatic,,,compact,sedan,silver,https://images.craigslist.org/00y0y_diK4s59oxKY_600x450.jpg,33.838982,-118.328515,6037.0,Los Angeles,6.0,CA,California,59.0
681311,https://losangeles.craigslist.org/wst/cto/d/2017-honda-accord-sport/6745846647.html,losangeles,17900,2017.0,honda,accord,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00G0G_kEdOhmArowT_600x450.jpg,33.905668,-118.327198,6037.0,Los Angeles,6.0,CA,California,59.0
681312,https://losangeles.craigslist.org/lgb/cto/d/2013-ford-f150-lariat-awd-top/6748309867.html,losangeles,14900,2013.0,ford,f150 lariat,,6 cylinders,gas,155500.0,clean,automatic,,4wd,,,,https://images.craigslist.org/00e0e_al4QZg4nYDw_600x450.jpg,33.8241,-118.1103,6037.0,Los Angeles,6.0,CA,California,59.0
681313,https://losangeles.craigslist.org/lac/cto/d/toyota-rav4-2015/6747381324.html,losangeles,12500,2015.0,toyota,rav4 xle,excellent,4 cylinders,gas,,clean,automatic,,,,,,https://images.craigslist.org/00u0u_cMntOlp81wD_600x450.jpg,33.794128,-118.113928,6037.0,Los Angeles,6.0,CA,California,59.0
681314,https://losangeles.craigslist.org/lgb/cto/d/2015-nissan-altima/6750101026.html,losangeles,7999,2015.0,,nisaan altima,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00606_5v9THUlDXaX_600x450.jpg,33.8241,-118.1103,6037.0,Los Angeles,6.0,CA,California,59.0
681315,https://losangeles.craigslist.org/sfv/ctd/d/2007-jeep-compass-sport-4x4/6750102766.html,losangeles,4950,2007.0,jeep,compass 4wd 4dr sport,excellent,4 cylinders,gas,121000.0,clean,automatic,,4wd,,,red,https://images.craigslist.org/00L0L_fzJePyPB3HX_600x450.jpg,34.2771,-118.4992,6037.0,Los Angeles,6.0,CA,California,59.0
681316,https://losangeles.craigslist.org/lac/cto/d/2013-toyota-corolla/6729859634.html,losangeles,5500,2013.0,toyota,corolla,excellent,4 cylinders,gas,,clean,automatic,,,,,,https://images.craigslist.org/00l0l_pnbyBfGiBf_600x450.jpg,34.049104,-118.15641399999998,6037.0,Los Angeles,6.0,CA,California,59.0
681317,https://losangeles.craigslist.org/lac/cto/d/2016-porsche-911-carerra/6750100009.html,losangeles,99900,2016.0,,Porsche 911 Carrera S,like new,,gas,,clean,automatic,,,,,,https://images.craigslist.org/01313_1K0BZJ5itjS_600x450.jpg,37.7917,-122.4186,6075.0,San Francisco,6.0,CA,California,59.0
681318,https://losangeles.craigslist.org/sfv/cto/d/jaguar-type-for-sale/6750100423.html,losangeles,4350,2005.0,jaguar,s-type 4.2 4dr sedan,good,8 cylinders,gas,,clean,automatic,,rwd,full-size,coupe,silver,https://images.craigslist.org/00A0A_6fa13sc3L03_600x450.jpg,34.150999999999996,-118.4882,6037.0,Los Angeles,6.0,CA,California,59.0
681319,https://losangeles.craigslist.org/lac/cto/d/2004-ford-f450-tow-truck/6738976915.html,losangeles,20000,2004.0,ford,,,,diesel,,clean,other,,,,truck,,https://images.craigslist.org/01717_8PHibmbvEF8_600x450.jpg,33.9245,-118.2716,6037.0,Los Angeles,6.0,CA,California,59.0
681320,https://losangeles.craigslist.org/lgb/cto/d/2017-nissan-rogue-sv-clean/6750099175.html,losangeles,16400,2017.0,nissan,rogue sv,like new,4 cylinders,gas,36900.0,clean,automatic,,fwd,mid-size,SUV,silver,https://images.craigslist.org/00L0L_9SrQ2vmraDR_600x450.jpg,33.9056,-118.0818,6037.0,Los Angeles,6.0,CA,California,59.0
681321,https://losangeles.craigslist.org/ant/cto/d/2005-four-runner-limited/6750099660.html,losangeles,4500,2005.0,toyota,4runner limited,good,6 cylinders,gas,200000.0,clean,automatic,,,,,silver,https://images.craigslist.org/00909_iIkFNCw6jGn_600x450.jpg,35.0478,-118.1735,6029.0,Kern,6.0,CA,California,59.0
681322,https://losangeles.craigslist.org/sfv/cto/d/lexus-is-300/6750098573.html,losangeles,3500,2003.0,lexus,is 300,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00g0g_irwS0ybqXhZ_600x450.jpg,34.161534,-118.60548,6037.0,Los Angeles,6.0,CA,California,59.0
681323,https://losangeles.craigslist.org/lgb/cto/d/2012-toyota-prius-hybridchevy/6750099166.html,losangeles,8200,2012.0,toyota,prius,,,gas,202001.0,clean,automatic,JTDKN3DP7C3010384,,,,,https://images.craigslist.org/00W0W_hqMSl1SBYaH_600x450.jpg,33.916813,-118.04669799999999,6037.0,Los Angeles,6.0,CA,California,59.0
681324,https://losangeles.craigslist.org/lgb/cto/d/2016-toyota-camry-le-sedan-1/6747661188.html,losangeles,11000,2016.0,toyota,camry le,like new,4 cylinders,gas,,clean,automatic,,fwd,,sedan,,https://images.craigslist.org/00y0y_4MRo5is95IC_600x450.jpg,33.9331,-117.9493,6059.0,Orange,6.0,CA,California,59.0
681325,https://losangeles.craigslist.org/lac/cto/d/1980-ford-ranger-f100/6750097842.html,losangeles,2800,1980.0,ford,ranger f100,excellent,6 cylinders,gas,145848.0,clean,automatic,,,,pickup,brown,https://images.craigslist.org/00G0G_aPiZLEyPBgC_600x450.jpg,33.9653,-118.2727,6037.0,Los Angeles,6.0,CA,California,59.0
681326,https://losangeles.craigslist.org/sfv/cto/d/2006-toyota-sienna-le/6746142079.html,losangeles,3800,2006.0,toyota,sienna le,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00I0I_dEkiXR1ACMR_600x450.jpg,34.0133,-118.113,6037.0,Los Angeles,6.0,CA,California,59.0
681327,https://losangeles.craigslist.org/sgv/cto/d/audi-a6-1999/6750097432.html,losangeles,1100,1999.0,audi,a6 avant,,,gas,151000.0,clean,automatic,,,,,,https://images.craigslist.org/00k0k_2BNvWrmyprS_600x450.jpg,34.0528,-117.2513,6071.0,San Bernardino,6.0,CA,California,59.0
681328,https://losangeles.craigslist.org/sfv/cto/d/2007-audi-a4-20t-116k/6750097594.html,losangeles,4000,2007.0,audi,a4,,,gas,116000.0,clean,automatic,,,,,,https://images.craigslist.org/00M0M_7wVqPw0PNEZ_600x450.jpg,34.2006,-118.4868,6037.0,Los Angeles,6.0,CA,California,59.0
681329,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-rav4-limited-suv/6741586357.html,losangeles,14500,2015.0,toyota,rav4 limited,excellent,4 cylinders,gas,,clean,automatic,,,,,,https://images.craigslist.org/00R0R_3GZgtguuhtA_600x450.jpg,34.102139,-118.295975,6037.0,Los Angeles,6.0,CA,California,59.0
681330,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius-ii/6750099079.html,losangeles,8495,2011.0,toyota,prius,like new,,gas,140124.0,clean,automatic,jtdkn3du4b5325460,fwd,,hatchback,black,https://images.craigslist.org/00x0x_cXHtZsRtyvu_600x450.jpg,34.1514,-118.4603,6037.0,Los Angeles,6.0,CA,California,59.0
681331,https://losangeles.craigslist.org/lac/cto/d/toyota-camry/6744192399.html,losangeles,4000,2004.0,toyota,camry,excellent,4 cylinders,gas,146317.0,clean,automatic,,fwd,,sedan,silver,https://images.craigslist.org/00Q0Q_aKw36LExQ17_600x450.jpg,34.2544,-118.2849,6037.0,Los Angeles,6.0,CA,California,59.0
681332,https://losangeles.craigslist.org/lac/ctd/d/2014-ford-f150-stx-crew-cab/6750099262.html,losangeles,23995,2014.0,ford,f150,like new,,gas,,clean,automatic,,,,pickup,,https://images.craigslist.org/01616_kueEENSGow3_600x450.jpg,34.0522,-118.24299599999999,6037.0,Los Angeles,6.0,CA,California,59.0
681333,https://losangeles.craigslist.org/lac/cto/d/99-mercedes-benz-clk320/6750096694.html,losangeles,2450,1999.0,mercedes-benz,benz clk 320,,,gas,214523.0,clean,automatic,,,,,,https://images.craigslist.org/00c0c_c29zY6Mlvd9_600x450.jpg,33.8925,-118.2961,6037.0,Los Angeles,6.0,CA,California,59.0
681334,https://losangeles.craigslist.org/sfv/ctd/d/2004-mini-cooper-hardtop/6750098787.html,losangeles,4495,2004.0,mini,cooper s,,,gas,107384.0,clean,,WMWRE33474TD75719,,sub-compact,hatchback,blue,https://images.craigslist.org/00H0H_6I2PiieSDeb_600x450.jpg,34.232563,-118.252673,6037.0,Los Angeles,6.0,CA,California,59.0
681335,https://losangeles.craigslist.org/lac/cto/d/2014-volkswagen-passat-clean/6750084231.html,losangeles,7900,2014.0,volkswagen,passat,like new,5 cylinders,gas,70000.0,clean,automatic,,,,sedan,,https://images.craigslist.org/00303_9FIJdYBwsbW_600x450.jpg,34.0448,-118.2434,6037.0,Los Angeles,6.0,CA,California,59.0
681336,https://losangeles.craigslist.org/lac/cto/d/2012-mercedes-benz-e350/6738559461.html,losangeles,9300,2012.0,mercedes-benz,benz e350,excellent,6 cylinders,gas,,clean,automatic,,,,,white,https://images.craigslist.org/00U0U_e0VdJPUFwQC_600x450.jpg,34.108962,-118.318634,6037.0,Los Angeles,6.0,CA,California,59.0
681337,https://losangeles.craigslist.org/lac/cto/d/2017-maserati-ghibli/6747099206.html,losangeles,39000,2017.0,,maserati ghibli s,like new,6 cylinders,gas,23000.0,salvage,automatic,,rwd,mid-size,sedan,white,https://images.craigslist.org/00m0m_cSRLpjfRARk_600x450.jpg,34.0487,-118.2084,6037.0,Los Angeles,6.0,CA,California,59.0
